Frame,Tracking_ID,Position_X,Position_Y,Volume,Radius,Area,Length,Width,Orientation,Dry_Mass,Displacement,Speed,Instantaneous_Velocity_X,Instantaneous_Velocity_Y,Track_Length,mCherry_Integrated_Intensity,mCherry_Mean_Intensity,mCherry_SD_Intensity,mCherry_Maximum_Intensity,mCherry_Skewness
186,1357,310.9149475,550.4100952,2477.480713,24.81154823,1934.004761,50.65476227,47.39421844,79.69515228,619.3695068,21.60568047,0.0007978500798,0.0001824612118,0.0007767062634,60.95720673,3373819,775.7692871,979.1318359,4398.118164,1.545368433
187,1357,310.9046021,548.9066772,2413.676758,24.29515648,1854.339355,51.32510757,47.74843979,-15.94539547,603.4185791,20.83032608,0.001670503989,-1.15E-05,-0.001670464408,62.46066284,3438827.5,823.47229,983.5402222,4592.380859,1.487559676
188,1357,310.2883606,549.9937744,2419.77124,24.03841019,1815.354126,48.69412231,45.96178436,77.00538635,604.9422607,21.91337204,0.00138845935,-0.0006847127224,0.001207885798,63.71027374,3446300.75,846.340271,993.378479,4219.580078,1.393136859
189,1357,310.1882935,549.5895386,2305.106445,23.57380104,1745.858765,47.74355698,44.83236694,63.43495178,576.276062,21.79210281,0.0004627081507,-0.0001111857127,-0.0004491509462,64.12670898,3351133.25,853.1416016,1011.263672,4526.071777,1.342619658
190,1357,309.3680725,549.4534302,2230.177979,23.22795868,1695.008545,48.17122269,44.26544952,90,557.5439453,22.43779945,0.0009238191415,-0.0009113565902,-0.0001512315503,64.95815277,3396434,888.6533813,1011.270691,4215.696777,1.298818946
191,1357,309.035614,549.3876953,2401.857666,24.06084442,1818.744141,49.47314835,44.26544952,90,600.4638672,22.6979332,0.0003765498404,-0.0003693983308,-7.30E-05,65.29704285,3424665.25,836.7137451,990.6380005,4303.448242,1.387508988
192,1357,309.7829285,549.8120117,2384.906494,24.12802315,1828.914185,48.17122269,45.56737137,90,596.2260742,22.25433731,0.0009548597736,0.000830349396,0.0004714626702,66.15641785,3408899,824.0037842,989.8877563,4312.003906,1.396896124
193,1357,308.3997803,550.8534546,2465.52124,24.49420929,1884.849487,54.6270256,45.78565979,-75.96376038,616.3796997,23.97475433,0.001921628602,-0.001535125659,0.001155874459,67.88780212,3506332.5,824.2429199,990.2727661,4315.125,1.439746618
194,1357,307.9274292,550.7267456,2696.349854,25.65611649,2067.9104,54.54911804,50.35303497,-12.99461651,674.086853,24.3183651,0.000543994247,-0.0005254183197,-0.0001409443648,68.37685394,3511440.25,753.3668823,964.2034912,4159.579102,1.562833786
195,1357,308.0400085,552.0879517,2478.582275,24.87669754,1944.174805,51.2898941,47.3241806,-23.96249008,619.6449585,24.93073273,0.001517615048,0.0001250881614,0.001512451214,69.7427063,3498848.25,797.3667603,972.22229,4056.186523,1.462491274
196,1357,308.2728271,552.3045654,2665.881348,25.67713737,2071.300537,51.73693848,49.802845,-21.80140686,666.4696655,24.85416222,0.0003533368872,0.0002586873306,0.0002406819694,70.06071472,3597180.75,766.0098877,967.1271973,4517.661133,1.537644744
197,1357,306.4382935,552.2435303,2692.594727,25.52962685,2047.570313,51.10444641,48.23079681,72.64598083,673.1479492,26.3719368,0.00203949865,-0.002038370818,-6.78E-05,71.89626312,3495924.25,755.2229004,978.2006836,4085.681641,1.548808813
198,1357,307.3426819,550.239502,2551.897461,24.48319244,1883.154541,49.02306747,47.23576736,-11.30993271,637.9737549,24.59231949,0.002442940837,0.001004875987,-0.002226698212,74.09490967,3525865.25,829.420105,1010.043152,4172.780273,1.427086592
199,1357,307.6504822,550.8376465,2532.963135,23.92592239,1798.404175,47.19331741,45.82797623,-24.22774315,633.2401123,24.61374283,0.0007474383456,0.0003420003341,0.0006646050606,74.76760101,3577715.5,879.4780273,1021.694275,4276.5,1.319143414
200,1357,306.0820313,551.7453613,2525.952881,23.83555031,1784.844116,48.17122269,45.56737137,90,631.4875488,26.42590714,0.002013529651,-0.001742723281,0.001008572057,76.57978058,3570020,886.9612427,1016.560303,4304.517578,1.303200006
201,1357,306.8669128,551.527771,2568.309082,23.99347878,1808.574097,49.49027252,45.99684143,-26.56505013,642.0766602,25.63765907,0.0009049825603,0.0008720906335,-0.000241767033,77.39426422,3562546.5,869.3366089,1037.387207,4432.202637,1.377873063
202,1357,307.1270752,551.4103394,2663.554932,24.32844353,1859.424438,49.82401276,47.91216278,-32.27564621,665.8881226,25.35380745,0.0003171529097,0.0002890692849,-0.0001304796024,77.67970276,3680594.5,873.8361206,1027.990723,4362.545898,1.36847198
203,1357,306.2750549,552.1355591,2524.10791,23.65377045,1757.723877,47.58898544,47.58898544,-12.52880764,631.0263672,26.45629501,0.001243194914,-0.0009466891643,0.0008057996747,78.79857635,3636447.75,919.456543,1054.555176,4478.541992,1.295666099
204,1357,305.5579529,550.6418457,2886.45166,26.01116371,2125.540771,55.72293854,48.30083084,-15.25511837,721.6122437,26.35929298,0.001841032645,-0.0007967800484,-0.001659681555,80.45550537,3703334,772.8165894,998.2325439,4482.696777,1.545327306
205,1357,304.9226074,551.7696533,2625.132324,23.88077927,1791.624023,48.07108307,45.66752243,-22.61986542,656.2824707,27.44920731,0.001438283361,-0.0007059394266,0.001253119553,81.74996185,3544831,879.6107178,1066.935791,5633.838379,1.329622388
206,1357,304.3414307,551.751709,3057.367188,26.49413109,2205.206055,55.7959404,52.21927643,-15.94539547,764.3410645,27.95196152,0.0006460596924,-0.0006457519485,-1.99E-05,82.33141327,3823564.75,768.5571289,1014.332703,4560.922363,1.596730709
207,1357,303.9737854,550.7246704,2726.258789,24.66979599,1911.969604,49.62569809,47.7705307,-4.085616589,681.5640259,27.813694,0.001212064526,-0.0004084947286,-0.001141153974,83.42227173,3662542.25,853.539917,1040.238037,4216.219238,1.368989348
208,1357,304.182373,551.8173828,2975.07666,26.28969765,2171.305908,55.25855637,53.99550247,14.03623962,743.7683716,28.12321091,0.001236047712,0.0002317640465,0.001214124844,84.53471375,3729731,766.3301392,1015.644897,4600.288086,1.557715535
209,1357,304.2766113,551.6534424,2973.794678,26.4227581,2193.341064,56.22356033,53.90423965,-79.38034821,743.447937,27.96312523,0.0002101067221,0.000104709201,-0.000182156029,84.72381592,3789580,766.9649048,1004.187378,4232.585938,1.575228095
210,1357,305.0477905,551.2542725,2837.720947,25.03883171,1969.599976,48.63369751,48.13489151,73.30075836,709.4295654,27.09479332,0.000964847568,0.0008568657795,-0.000443522149,85.59217834,3725237.25,839.7750854,1093.190308,4410.910156,1.504195809
211,1357,303.5829468,551.7614746,3234.045898,27.26689148,2335.721924,57.14738464,52.65264893,-80.53767395,808.5107422,28.62783432,0.001722409041,-0.001627604128,0.0005635579582,87.14234161,3969901.25,756.74823,1036.276245,4423.217285,1.726533055
212,1357,305.2330933,551.220459,3143.380371,26.78778648,2254.361328,56.70077133,54.88306808,7.765167236,785.8442383,26.9152317,0.001929524122,0.00183349615,-0.0006011285004,88.87891388,3977175,786.468811,1074.061157,4728.23877,1.764437675
213,1357,304.2795105,548.5518799,2942.024902,25.33870888,2017.060181,56.10237885,49.18564987,2.602554321,735.5054932,26.65306664,0.00314870826,-0.001059536356,-0.002965088002,91.7127533,3886948.25,862.8093872,1133.276123,4860.34668,1.564921856
214,1357,305.4190979,549.7304688,3191.99707,27.19754601,2323.856689,56.3420639,54.30351257,1.90914917,797.9984131,26.08078384,0.001821589074,0.001266208244,0.00130954315,93.35218048,4031648.25,773.086731,1056.718872,5185.030273,1.742730856
215,1357,304.7176514,549.2390747,3150.542236,26.79785728,2256.056396,57.70680618,52.34007645,-12.80426598,787.6348267,26.51559258,0.0009516038117,-0.0007793850382,-0.0005459933891,94.20862579,3976876.75,784.2400513,1108.439575,4879.097656,1.793777823
216,1357,305.0001221,549.1918945,3037.625244,25.582407,2056.04541,54.68084717,50.77507401,0,759.4055176,26.23804665,0.0003182041983,0.0003138563479,-5.24E-05,94.49501038,3807087.25,827.088562,1144.439209,4821.60791,1.660320997
217,1357,303.1988831,549.1461182,3340.854736,26.53482819,2211.986328,55.41769028,52.34759903,-87.70938873,835.2127686,27.87786102,0.002002022928,-0.00200137659,-5.09E-05,96.29682922,3892446.5,782.4008179,1112.267822,4786.387695,1.774301291
218,1357,304.6858826,550.5303955,3265.0979,24.17270279,1835.694336,51.24840164,45.95056915,-4.763641834,816.2736206,27.08851814,0.002257331274,0.001652221661,0.001538085984,98.32843018,3826524.5,927.4173584,673.1656494,3782.845215,0.6857147217
219,1357,301.5074158,548.3713379,3210.342529,18.49505615,1074.635376,43.75312805,32.24580002,-29.05460739,802.5848389,29.18165588,0.004269354045,-0.003531629685,-0.002398952842,102.170845,3861698.75,1615.773682,1092.957397,4711.342773,0.1426509172
214,2435,386.5821838,562.9716187,2119.235596,16.94208336,901.7445679,40.59930038,29.14250755,-70.01689911,529.8083496,0,0.007701040246,0.006665581372,0.00385694718,0,2709535.75,1365.692383,1153.236694,6103.242676,1.609817743
215,2435,385.2592163,567.465271,2257.123535,19.12607574,1149.21582,57.76752472,32.45859528,-57.38075256,564.2803955,4.684351921,0.005204835441,-0.001469963929,0.004992946982,4.684351921,3013054.25,1191.873413,1390.281128,6839.201172,1.947615385
216,2435,383.9322205,571.8652954,2216.693359,19.02708435,1137.350708,58.34601974,30.64639091,84.80557251,554.1727905,9.280075073,0.005106414668,-0.001474439865,0.004888915922,9.280125618,2976489.75,1192.028687,1493.56958,5822.522461,1.668132424
217,2435,383.7164001,571.8742676,2253.328369,20.26298141,1289.901489,54.38629913,35.19411469,76.50426483,563.331543,9.35253334,0.0002400074736,-0.0002398003417,9.97E-06,9.496131897,3076273.5,1085.488281,1355.91748,6513.291016,1.67372036
218,2435,384.511261,575.2371216,2235.139893,21.690485,1478.047485,57.06873703,41.37232208,74.35775757,558.7844238,12.43910313,0.003839462297,0.0008831787272,0.003736504354,12.95164776,3146308.75,958.9492798,1242.907959,6053.15332,1.725309014
219,2435,383.8042297,573.161438,2160.117188,21.13616371,1403.467163,51.23699188,41.9211731,-63.43495178,540.0288086,10.56169701,0.002436440438,-0.0007855902659,-0.002306315117,15.14444447,3016060.5,973.8642578,1237.944824,6371.977539,1.595229506
220,2435,384.1234741,575.1600952,2129.796631,20.58002281,1330.581787,54.22653198,34.80868912,-53.61565018,532.4486084,12.43399429,0.002248881152,0.0003547159722,0.002220730297,17.16843796,3048946,1036.706787,1251.454834,6174.521484,1.49015522
221,2435,384.217926,573.4521484,2015.942261,20.43532181,1311.936646,51.28120804,40.58451462,-64.98310089,503.9851074,10.74389267,0.001900618314,0.0001049465573,-0.001897718641,18.87899399,3070702.5,1058.862427,1266.317505,6432.108398,1.435942531
222,2435,382.940979,571.0186768,1852.382446,18.75576591,1105.145508,45.78972626,36.14978409,-67.75097656,463.0951233,8.832526207,0.003053510096,-0.001418830012,-0.002703857375,21.6271534,2777660,1141.189697,1301.562012,5859.873535,1.152573228
223,2435,383.5673523,571.4031372,1823.78186,18.55330849,1081.415405,42.60145569,36.59498596,-70.01689911,455.9450073,8.954312325,0.0008166125044,0.0006959703169,0.0004271782818,22.36210442,2869699.5,1201.7146,1340.379028,6056.060547,1.146873116
224,2435,383.6785278,572.2677002,2049.041748,19.4061203,1183.115967,44.32542801,37.53411484,-62.24145889,512.2599487,9.739011765,0.0009685353143,0.0001235283708,0.0009606255335,23.23378563,3044803.5,1163.0271,1303.11084,6034.356445,1.304199219
225,2435,383.3482056,571.7543335,2130.164063,20.34270477,1300.071533,49.17056274,36.80603027,-83.65981293,532.5404663,9.359203339,0.0006782859564,-0.0003670247388,-0.0005704074283,23.844244,3140713.5,1088.636108,1308.771362,6067.445313,1.444439888
226,2435,381.8321533,574.762207,2282.047119,21.18715668,1410.24707,50.26476669,37.00811768,-81.86989594,570.5111694,12.71144199,0.003742600558,-0.001684502466,0.003342081793,27.21258354,3098315.25,990.1922607,1226.048706,5512.810547,1.511550665
227,2435,382.5968018,575.9361572,2221.140381,21.65314102,1472.962524,49.47314835,41.66159821,90,555.2845459,13.56327915,0.001556684612,0.0008496093797,0.001304389094,28.61359978,3133169.5,958.4497681,1189.802124,5790.203125,1.516680121
228,2435,383.1529846,575.6016846,2238.890869,21.50311661,1452.622314,49.47314835,36.45389938,90,559.7221069,13.08732128,0.0007211199845,0.000617980957,-0.000371636299,29.26260757,3136585.5,970.4772949,1206.25061,5303.577148,1.47566998
229,2435,383.3029175,575.3155518,2236.231689,22.36407089,1571.272949,49.47314835,41.66159821,90,559.057373,12.77208996,0.0003589281987,0.0001665920718,-0.0003179253545,29.58564377,3100025.75,886.734375,1152.03186,5540.304199,1.567358017
230,2435,383.6504517,575.5722046,2415.087891,23.88077927,1791.624023,62.49239731,42.96352386,-90,603.7713013,12.93714905,0.0004800343013,0.0003861490986,0.0002851698082,30.01767349,3132558.75,784.9061279,1118.502197,5443.348633,1.750246525
231,2435,386.1420898,576.6538086,2386.612305,23.43607712,1725.518799,59.73635101,41.64848328,-85.91438293,596.6525269,13.6892662,0.00301807886,0.002768486971,0.001201782259,32.73394394,3200408.75,831.9213257,1112.519897,5692.383789,1.650521874
232,2435,385.7254639,576.3297729,2476.718018,24.26182175,1849.254395,55.46327209,45.85830688,-86.82016754,619.178894,13.38559914,0.0005864480627,-0.0004629177565,-0.0003600396158,33.26174927,3237069.75,783.604187,1091.385986,5267.50293,1.760260701
233,2435,387.48172,576.0158081,2278.653809,23.9709816,1805.184082,51.06139374,49.81935883,-57.99461746,569.6629028,13.07516861,0.001982332207,0.00195139565,-0.0003488498332,35.04584885,3169956,786.9818115,1089.932129,5300.120117,1.692579746
234,2435,388.6943359,574.708252,2327.813721,23.98223305,1806.87915,50.86742783,49.89852524,-29.74488068,581.9528198,11.92517281,0.001981438836,0.001347351121,-0.001452840166,36.82914352,3232791.5,800.5932617,1090.470703,5599.634766,1.660037041
235,2435,388.036499,576.1575928,2493.31543,25.50848389,2044.180298,63.79432297,48.17122269,90,623.3282471,13.26593208,0.001768496004,-0.0007309298962,0.001610378735,38.42078781,3353468.5,733.1581421,1056.854248,5521.148926,1.856910467
236,2435,386.9875488,576.09021,2219.647461,23.57380104,1745.858765,52.65264511,45.37545013,-80.53767395,554.9113159,13.12485313,0.00116790249,-0.00116550026,-7.49E-05,39.47190094,3217617.75,823.3410645,1101.723022,5768.217773,1.592802525
237,2435,387.2847595,576.9686279,2281.213379,24.08325768,1822.134277,57.6627121,44.4956398,-54.46232224,570.3027954,14.01463127,0.001030373503,0.000330234092,0.0009760199464,40.39923859,3222043.25,788.9421387,1086.117798,5459.094238,1.650250912
238,2435,387.6932983,577.3098755,2647.394775,25.27475166,2006.890137,55.83918381,47.44638062,-81.02737427,661.8480835,14.38124466,0.0005914554931,0.0004539320071,0.0003791639465,40.93154526,3265348.75,723.7032471,1066.394287,5274.163574,1.795570612
239,2435,387.1920471,574.2928467,2477.276611,24.43907928,1876.374512,55.15269089,46.12023926,86.98721313,619.3185425,11.33764267,0.003398204921,-0.0005569458008,-0.003352254163,43.98993301,3204763.75,762.8575439,1083.38562,5587.30127,1.666649103
240,2435,385.6085815,576.3232422,2474.215576,24.17270279,1835.694336,53.84325409,45.6262207,-85.23635101,618.5532837,13.38707447,0.002860947978,-0.001759406179,0.002255995059,46.564785,3221739.25,783.8783569,1094.061035,5402.231934,1.626563787
241,2435,387.0678711,576.8380127,2364.530762,23.27436638,1701.788696,47.98785019,45.00976563,81.02737427,591.1321411,13.874897,0.001719357679,0.001621432835,0.000571967219,48.11220551,3226119.75,844.3120117,1147.393066,5580.630859,1.537686229
242,2435,387.0544128,576.2102661,2556.395752,24.42803764,1874.679443,59.01381683,52.46683884,65.22485352,639.0982666,13.24706745,0.0006976564764,-1.50E-05,-0.0006974962307,48.74009705,3236312.5,772.5757446,1080.215942,5239.75293,1.655319691
243,2435,386.2507629,576.7989502,2295.730957,23.37845039,1717.043701,48.60768127,47.68708038,81.86989594,573.9321899,13.83130264,0.001106882002,-0.0008929443429,0.0006540933973,49.73628998,3038783.5,790.3222656,1105.925049,5167.182617,1.533276081
244,2435,385.2906799,577.4558716,2329.76416,23.56235695,1744.163818,48.17122269,45.56737137,90,582.4404297,14.54171848,0.001292573754,-0.001066758879,0.0007299126592,50.89960861,3128164.75,799.0216064,1094.486572,4797.247559,1.525840282
245,2435,385.6233521,577.6221924,2239.442139,23.63095093,1754.333862,53.90325546,47.48377609,-30.57922363,559.8599243,14.68191624,0.0004132576869,0.0003696357016,0.0001848008833,51.2715416,3165883.25,804.133728,1084.643311,4746.274414,1.528917432
246,2435,386.570343,577.9942627,2304.808594,23.14651489,1683.143555,48.79614639,44.36959839,73.73979187,576.2015991,15.02264881,0.001130512916,0.001052212203,0.0004134114715,52.28900146,3065282.25,812.8565063,1105.637207,4840.338867,1.487294078
247,2435,385.2662048,577.7957153,2231.984863,23.36690903,1715.348755,46.86929703,46.86929703,0,557.9956665,14.88239384,0.001465739333,-0.001449042466,-0.0002206081845,53.60816574,3181490.75,826.3613892,1101.832153,4923.704102,1.48910296
248,2435,385.973175,577.9349976,2326.535156,23.9709816,1805.184082,50.77507401,45.56737137,90,581.6332397,14.97576714,0.0008006219869,0.000785522454,0.0001547580323,54.32872772,3117889.5,768.1431885,1085.881836,4580.117188,1.560651898
249,2435,385.8450623,578.2997437,2373.24292,23.86948204,1789.929077,51.60749054,46.62926865,-77.73522949,593.3101196,15.34583855,0.0004295455583,-0.0001423475478,0.0004052734294,54.71531677,3112396.25,780.0498047,1087.695435,4541.047852,1.527326703
250,2435,385.3893433,576.8636475,2578.075928,24.65885925,1910.274658,54.37698364,49.74583054,-87.70938873,644.5183716,13.94314671,0.001674076892,-0.0005063544377,-0.001595662441,56.22198868,3224288,754.3953247,1061.891479,4619.976563,1.613230348
251,2435,387.192749,577.9591064,2371.7229,23.60810661,1750.943848,52.33269882,44.2069664,66.37062073,592.9301147,14.99991894,0.002344497712,0.002003784291,0.001217176672,58.33203506,3118930,794.6329956,1095.76416,4906.85791,1.477015853
252,2435,387.3760376,578.6271973,2486.311035,23.49356079,1733.993774,48.17122269,45.56737137,90,621.5771484,15.67569256,0.0007697522524,0.0002036539663,0.0007423231145,59.02481079,3154953.5,810.6248169,1096.506836,4617.547363,1.460096717
253,2435,387.7641602,578.6033325,2341.158936,23.57380104,1745.858765,49.47314835,45.56737137,90,585.2891846,15.67633724,0.00043206173,0.0004312472884,-2.65E-05,59.41366577,3219918,821.4066772,1097.447754,4657.476563,1.477549314
254,2435,387.4371338,578.0668945,2398.56958,23.58524132,1747.553833,49.47314835,45.56737137,0,599.6418457,15.11946774,0.0006980678299,-0.0003633626329,-0.0005960421986,60.04192734,3207632.75,814.9464722,1095.882324,4674.21875,1.466074347
255,2435,386.4683533,577.4198608,2642.835693,25.34935379,2018.755249,51.66940308,51.66940308,-81.25383759,660.708313,14.44869041,0.001294426969,-0.001076422748,-0.0007189263124,61.20691299,3300522,731.3356323,1051.428589,4599.577148,1.648961425
256,2435,386.3630981,577.3480835,2636.306152,24.89837646,1947.564819,53.8287735,47.74845505,15.94539642,659.0758667,14.37813377,0.0001415549777,-0.0001169501411,-7.98E-05,61.33431244,3379892.75,774.1402588,1064.073486,4742.814941,1.560173631
257,2435,386.3249207,577.428772,2571.854736,24.32844353,1859.424438,49.49028397,48.90803909,26.56504822,642.9630737,14.45944214,9.92E-05,-4.24E-05,8.97E-05,61.42357635,3302051.5,789.5883179,1059.535767,4894.779297,1.496050358
258,2435,384.4319153,577.2428589,2698.479248,25.0280571,1967.905029,51.15439987,50.51229477,9.46232605,674.6191406,14.43232346,0.0021134587,-0.002103339415,-0.0002065700974,63.32569122,3303115.5,747.9894409,1054.157104,4922.466797,1.581201196
259,2435,385.298584,577.5820313,2728.525391,24.41699028,1872.984497,50.0842247,49.44212341,9.46232605,682.1306763,14.66668987,0.001034081331,0.0009629652486,0.0003768581955,64.25636292,3339771,794.6173706,1062.028564,4410.091797,1.495572686
260,2435,384.8216858,578.2341919,2616.202148,23.66517448,1759.418823,53.89603806,50.71924591,-75.37911987,654.0499268,15.36377239,0.0008976962417,-0.0005298868637,0.0007246229216,65.06429291,3223313.25,822.9038086,1074.56665,4426.442871,1.390538931
261,2435,384.4306335,578.1885376,2646.588135,23.42456245,1723.823608,52.29169083,44.54282379,68.62937927,661.6463623,15.36827183,0.0004374535929,-0.0004345024936,-5.07E-05,65.45800018,3236154.75,838.1637573,1080.388672,4601.502441,1.360071659
262,2435,385.0819702,577.1227417,2448.22583,23.0881691,1674.668457,50.43059158,46.49871063,-66.80140686,612.0557861,14.23042202,0.001386308344,0.0007229041657,-0.001182903303,66.70706177,3174092.25,846.8760376,1074.915649,4699.09668,1.320108056
263,2435,383.2877808,577.5823364,2450.74585,23.36690903,1715.348755,56.38014984,47.08504486,-69.44395447,612.685791,14.9775219,0.002060198691,-0.001995761413,0.0005112288636,68.55918121,3174019.75,825.2782593,1061.859863,4255.988281,1.353592277
264,2435,384.0014954,578.3963013,2425.879395,22.87688446,1644.158325,54.79278183,44.2069664,76.75947571,606.4692993,15.63907909,0.001202839892,0.0007930162246,0.0009044053731,69.64173889,3152750.25,858.125,1071.96936,4392.381836,1.284080982
265,2435,383.4138489,578.3837891,2506.727539,23.74483681,1771.283936,54.75674057,47.75775146,-71.56504822,626.6812134,15.73446369,0.0006530885003,-0.0006529405364,-1.39E-05,70.22951508,3241385.25,818.1185913,1045.980347,4089.331543,1.341700792
266,2435,382.4909058,577.670105,2580.766602,23.55090332,1742.46875,57.34371567,43.47223282,64.65382385,645.19104,15.25726223,0.001294885064,-0.001024354133,-0.0007921021897,71.39620972,3217886,821.3074951,1039.055176,4174.321777,1.30844903
267,2435,382.6271973,576.8691406,2447.73291,22.68742371,1617.038086,54.31539154,39.58579254,45,611.9326172,14.44932652,0.0009037566488,0.0001516034536,-0.0008909503231,72.20868683,3178161.25,875.0459595,1046.880615,3924.034668,1.214253068
268,2435,383.2737732,577.4819336,2386.766846,22.80602074,1633.988281,54.12236023,39.20077896,60.94539642,596.6911011,14.88270187,0.0009898096323,0.0007184176939,0.0006808810867,73.09951019,3201131.5,868.6925659,1072.064575,4069.385742,1.24631989
269,2435,383.5447083,578.8416138,2722.33374,23.71072578,1766.198975,59.2185936,44.05286026,56.30993271,680.5828247,16.15806389,0.001540456899,0.0003010389628,0.001510755741,74.48592377,3275516.5,822.3728638,1030.918823,3882.648438,1.35870707
270,2435,382.4454956,580.4046631,2538.802246,23.69934654,1764.503906,60.15699005,41.51679993,77.47119141,634.6999512,17.91712189,0.00212317938,-0.001221347367,0.00173672149,76.39678192,3298186,832.454834,1013.511292,4111.046387,1.284003615
271,2435,382.2303162,581.0032349,2769.434814,24.95248985,1956.039917,64.19326019,44.03700638,75.3791275,692.3580322,18.54933739,0.0007059646887,-0.0002388229186,0.0006643416127,77.0328598,3467221.75,790.8804932,980.3672485,3787.745605,1.400458574
272,2435,382.789093,579.8490601,2459.650391,22.80602074,1633.988281,58.98978043,36.02244949,68.19859314,614.9120483,17.29842758,0.001424802816,0.0006208631676,-0.0012824164,78.31518555,3354830.25,912.8793335,1042.771606,3720.662109,1.179411292
273,2435,385.1954041,578.5151367,2949.739502,23.92592239,1798.404175,55.32981491,40.49061584,53.61565018,737.4341431,15.60525894,0.003057006514,0.002673679031,-0.001482137013,81.06649017,3802325.25,936.069397,1062.307983,4018.439453,1.239244103
274,2435,385.5742798,578.1949463,3185.337402,24.86585045,1942.479858,61.87447739,45.76857758,69.14554596,796.3336182,15.25665665,0.0005517832469,0.0004214413057,-0.0003561628691,81.56253815,4052828.5,931.8999634,1130.161865,5007.884766,1.341237426
275,2435,386.2375488,576.3112793,4085.727295,27.10813141,2308.601807,60.41392899,58.81001282,70.82099152,1021.430786,13.34411144,0.002218921669,0.0007369656232,-0.002092963317,83.55957031,6164774,1194.953613,1464.750366,7785.540039,1.332281947
276,2435,384.2339478,577.6395874,4182.724121,26.56530952,2217.071289,56.2592392,53.97227859,-72.4744339,1045.680054,14.85474777,0.002668055007,-0.002223752672,0.00147425977,85.96348572,5995078.5,1203.346924,1550.270264,6881.725098,1.477715015
277,2435,388.9143677,577.2698364,4795.650391,29.22479439,2683.19873,62.0267067,60.77634811,5.906150818,1198.911377,14.48717022,0.005222471897,0.005206251517,-0.000411291403,90.65849304,6478347,1070.446655,1332.783447,6747.40332,1.686680436
278,2435,386.9979553,579.4885864,4664.947266,26.53482819,2211.986328,57.22696304,53.93332291,18.43494415,1166.235596,16.52219963,0.003257562406,-0.002129347064,0.002465277677,93.59029388,6228726,1250.241089,1450.328979,5994.3125,1.30238533
279,2435,385.4432373,580.4620361,4033.828125,25.08189201,1976.379883,54.47990036,45.54876709,30.96376038,1008.456116,17.52746201,0.002038140083,-0.001727464492,0.001081610797,95.42462158,5902251.5,1322.485352,1497.300659,6595.11084,1.163716316
280,2435,386.2201843,579.7727661,4628.864746,27.81541824,2430.642334,63.03493118,56.22034454,6.009010315,1157.214966,16.80504608,0.001154026715,0.000863274443,-0.0007658555987,96.46324921,6232118,1137.041748,1424.910156,6649.356934,1.50652945
281,2435,382.9055786,580.6591187,4349.223633,26.1971817,2156.051025,56.48940659,52.91695404,30.96376038,1087.304932,18.06557655,0.003812298412,-0.003682895331,0.0009848361369,99.89431763,5941642.5,1219.295532,1517.838745,6254.694824,1.346960783
282,2435,381.9165039,580.3771973,4541.129883,26.77771568,2252.666504,57.28469849,57.28469849,0,1135.281372,18.02006531,0.001141475048,-0.001097752131,-0.000312898308,100.9227829,6102425,1200.793945,1536.066284,6710.401855,1.526613474
283,2435,381.4301147,580.7040405,4494.833008,25.9384613,2113.675537,57.50284576,54.7268486,23.96248627,1123.707153,18.4657135,0.0006518400623,-0.0005410335725,0.0003635631292,101.5087891,6214892,1303.733032,1668.118652,7987.544922,1.59539485
284,2435,380.9249268,578.8051147,4499.63623,26.94843483,2281.481445,64.05470276,49.42106628,73.73979187,1124.907837,16.81380844,0.002180884359,-0.0005606969935,-0.002107575769,103.4737625,6186928.5,1200.875244,1632.628052,7384.861816,1.643698573
285,2435,379.456604,577.2966309,4411.412598,26.05261612,2132.320801,60.58165359,45.11627197,55.00798035,1102.852051,15.99937057,0.002341614803,-0.001633284497,-0.001677957596,105.5788803,6115403.5,1267.703979,1573.704834,7075.821777,1.416436195
286,2435,378.0105896,577.0720215,4672.181152,26.86823082,2267.921387,61.65999603,54.6208725,27.89726639,1168.044067,16.50131989,0.001625949633,-0.001606682665,-0.0002495659865,107.0422287,6131015.5,1200.275757,1533.250977,6492.227051,1.476564765
287,2435,377.5597839,578.4577026,4809.098633,27.25699425,2334.026855,63.93545532,49.70305634,53.61565018,1202.27356,17.92268181,0.001619075309,-0.0005008951994,0.001539645717,108.4993973,6246956,1180.234009,1576.334717,7449.253906,1.717499971
288,2435,376.8466492,578.0663452,4933.492188,27.20746422,2325.551758,63.52139664,54.31539154,45,1233.371826,17.96194267,0.0009038476273,-0.0007923719822,-0.0004348415823,109.3128662,6398220.5,1213.625122,1629.85144,8306.191406,1.745503545
289,2435,377.7095337,579.5533447,4683.523926,26.88830376,2271.311523,61.68018723,49.7123909,45,1170.879761,18.80631638,0.001908130711,0.0009576964658,0.001650387887,111.0320892,6333020.5,1233.064697,1596.29834,7056.737305,1.517656684
214,2460,361.1710815,560.8328857,1944.913574,18.58236504,1084.80542,46.78631973,31.99064636,-79.38034821,486.2279053,0,NaN,NaN,NaN,0,2722797,1142.591675,1023.559692,6418.739258,1.644084811
215,2460,356.5505371,560.4129028,2003.688843,19.33648872,1174.640991,44.25012589,37.84550476,-63.43495178,500.9216919,4.639592171,0.00515510235,-0.005133938044,-0.0004666476743,4.639592171,2844780.75,1095.410034,1198.071777,5959.865723,1.880071402
