Frame,Tracking_ID,Position_X,Position_Y,Volume,Radius,Area,Length,Width,Orientation,Dry_Mass,Displacement,Speed,Instantaneous_Velocity_X,Instantaneous_Velocity_Y,Track_Length,mCherry_Integrated_Intensity,mCherry_Mean_Intensity,mCherry_SD_Intensity,mCherry_Maximum_Intensity,mCherry_Skewness
125,434,374.9954224,571.9672852,2422.384033,25.48732567,2040.790283,56.31906128,51.40828705,-9.782406807,605.5953979,12.69831085,0.001055050059,-0.0004405720974,-0.0009586588712,148.9163818,2988449.25,654.5021362,937.7354736,4539.216797,2.034963608
126,434,374.0953979,572.3600464,2197.098389,23.89207458,1793.319092,52.31568527,50.08948517,-4.085616589,549.2741089,11.85500145,0.001091100508,-0.001000027172,0.000436401373,149.8983765,2907853,725.512207,1000.068542,4514.875,1.867579818
127,434,375.0296326,574.6829224,2154.180664,23.20471764,1691.61853,56.34717941,42.64952469,-7.853313446,538.5446167,13.29675579,0.002781896386,0.001038038521,0.00258097332,152.4020844,2818531.5,744.6578369,1010.523987,4506.149902,1.751969695
128,434,374.280304,572.4216309,2190.374268,23.65377045,1757.723877,52.50243759,51.41511536,-17.35402489,547.5930176,12.04699039,0.002646901878,-0.0008325873641,-0.002512546023,154.7842865,2883892.25,733.62854,1007.366882,4571.682129,1.816874027
129,434,375.5454407,572.6879883,2374.884277,24.50521851,1886.544556,53.85591888,49.95417404,-50.52754211,593.720459,13.33793926,0.001434929785,0.001404147246,0.0002956242242,156.0771637,2975869.25,708.7084961,1012.292175,4875.228516,1.958194494
130,434,374.6907349,572.2670288,2280.435791,24.12802315,1828.914185,52.98370361,52.40146255,63.43495178,570.1083374,12.43153381,0.001059786533,-0.0009507294744,-0.0004682530416,157.0299072,2931308,718.8096924,1005.055969,4662.899414,1.873850226
131,434,375.1336975,571.5641479,2447.529053,25.07113457,1974.684937,55.1479187,50.93317032,65.77225494,611.8816528,12.79978371,0.0009231303702,0.0004921806976,-0.0007809787057,157.860733,3044480.5,689.4209595,991.7352295,4601.867188,1.956064343
132,434,372.3264465,571.527832,2306.688965,24.17270279,1835.694336,50.08481216,47.08678055,-28.30075836,576.6716919,9.998958588,0.00311596645,-0.003115705913,-4.03E-05,160.6682129,3026623.5,737.4815674,1015.947388,4417.46875,1.824301481
133,434,374.0516357,572.4080811,2381.274902,24.93085861,1952.64978,58.45699692,45.81920242,-12.80426598,595.3182373,11.8188858,0.002154371236,0.001919009141,0.0009791423799,162.6049957,3105746.25,707.2971802,1004.452759,4742.25,1.955153108
134,434,374.421875,569.8067017,2711.675781,26.5043087,2206.901123,58.50973511,56.17601776,50.1944313,677.918335,12.08051682,0.002919549122,0.0004113769392,-0.002890421543,165.2325897,3227885,650.3893433,967.407959,4732.869141,2.12042594
135,434,373.4390259,570.1687012,2308.801514,23.64236259,1756.028809,51.20571518,46.70062637,-46.97493362,577.1998291,11.07945156,0.001163772075,-0.001092054532,0.000402221689,166.2799835,3078332.75,775.593811,1052.487183,4618.255859,1.794776678
136,434,373.0673218,570.2698364,2413.94751,24.54921532,1893.324463,55.23599625,47.87120056,-45,603.4862671,10.7042799,0.0004280190915,-0.0004130045709,0.0001123725015,166.6652069,3159197.75,741.5947266,1049.256226,4745.537598,1.904795885
137,434,371.6513062,570.6177368,2477.204834,25.14634132,1986.550049,56.31912994,50.91376495,-12.33908749,619.3006592,9.282531738,0.001620141324,-0.001573350746,0.0003865559993,168.1233215,3268609.75,735.0131226,1033.23938,4610.827148,1.93497026
138,434,373.3061218,569.3165894,2525.356934,25.41312599,2028.925293,55.57678986,49.65912247,-37.30394745,631.338623,11.01475143,0.002338987775,0.001838684082,-0.00144571939,170.2284241,3280188,717.9234009,1034.459839,4771.174805,1.98123014
139,434,373.3582764,569.6286621,2329.084229,24.17270279,1835.694336,52.48179245,50.61809158,76.75947571,582.2705078,11.03413486,0.0003515564895,5.79E-05,0.0003467475181,170.5448151,3208163.25,783.2434082,1073.918335,4808.446777,1.803257942
140,434,374.0733032,569.4688721,2412.651611,24.77890778,1928.919678,51.81661987,49.47315216,53.13010406,603.1622925,11.76101017,0.0008140709251,0.0007944742683,-0.0001775444834,171.2774811,3307056,761.4658813,1076.692017,4974.801758,1.904220819
141,434,373.203186,569.0548096,2662.671631,25.8968277,2106.895752,58.15058899,52.81456375,62.24146271,665.6671753,10.94690228,0.001070682076,-0.0009667968843,-0.0004600694519,172.2411041,3386307.5,713.960144,1060.112915,4945.50293,2.031799555
142,434,370.7813721,569.4011841,2684.171631,26.0318985,2128.930908,56.06179047,51.82538605,-40.60129547,671.0422363,8.500447273,0.002718287054,-0.002690904308,0.0003848605556,174.687561,3422648.25,713.4961548,1063.420288,4860.771484,2.075273514
143,434,372.1888733,569.6375122,2337.674561,23.94846344,1801.794067,54.68084717,46.86929703,-36.86989594,584.4180908,9.86913681,0.001584021957,0.001562154503,0.0002622953616,176.1147614,3379373.75,837.9306641,1147.202881,5147.367676,1.809461236
144,434,373.2762756,569.5585327,2593.629639,25.68764114,2072.995361,55.17585373,53.00882339,50.1944313,648.4067383,10.95903969,0.001212754985,0.001209568814,-8.79E-05,177.2050323,3429070.25,737.9099121,1097.654541,4937.235352,2.004123449
145,434,371.8719177,567.6998901,2418.112549,24.77890778,1928.919678,55.26535416,46.33745575,75.3791275,604.5275269,9.941702843,0.002588381758,-0.001560397679,-0.002065158449,179.5345764,3392634.5,781.5328979,1144.528076,5161.532227,1.937111378
146,434,371.5843506,569.0350342,2587.719971,25.41312599,2028.925293,58.47084427,51.59191895,59.93141556,646.9293823,9.350899696,0.001517512836,-0.0003195190511,0.001483493368,180.9003296,3545119.25,782.069397,1146.430908,4907.463867,2.005570412
147,434,372.0328369,568.6616821,3093.85083,27.92189789,2449.287354,63.19057083,55.24661636,-33.69006729,773.4619751,9.860506058,0.0006483899779,0.0004983181134,-0.0004148356093,181.4838867,3651502.5,661.3840332,1065.443359,5054.717285,2.305930138
148,434,372.5290833,568.3905029,3042.049805,27.0882206,2305.21167,62.49239731,55.98277283,0,760.5115967,10.40207005,0.0006283415132,0.0005513848155,-0.0003013102105,182.0493927,3743743.5,721.0609741,1108.071045,5210.568359,2.233198404
149,434,371.857666,568.4255371,2623.109863,25.27475166,2006.890137,60.43941498,49.14232635,-49.39870453,655.7767944,9.739365578,0.0007470340352,-0.0007460191264,3.89E-05,182.7217255,3562102.75,788.0759277,1138.054565,4912.615234,1.946298003
150,434,372.4493713,568.8588257,2942.359375,27.06829453,2301.821533,61.00001526,56.07719803,-9.462323189,735.5891113,10.23330784,0.0008148726774,0.0006574503495,0.0004814317508,183.4551086,3760590.5,728.6550903,1108.675415,5125.402832,2.154283524
151,434,373.0521851,569.5602417,2922.406494,26.88830376,2271.311523,59.86204529,56.04613495,-8.426969528,730.6008911,10.73585606,0.00102762389,0.0006697930512,0.0007793511031,184.3799591,3693179.25,723.019104,1128.132935,5153.987305,2.162020206
152,434,373.3015442,568.6166992,2929.088867,26.72729492,2244.191406,61.12783432,55.7883606,-8.130103111,732.2715454,11.11481571,0.001084374031,0.0002770657011,-0.001048380509,185.355896,3736737.75,738.9256592,1133.819824,5485.625977,2.128608227
153,434,373.2286682,568.7925415,2737.717285,25.99041367,2122.150635,62.77522659,52.91325378,-10.49147701,684.4287109,11.01259899,0.0002112602961,-8.09E-05,0.0001951634622,185.5462494,3695846.25,779.2208862,1176.710083,5675.046875,2.060615063
154,434,373.0909729,569.3656616,2748.391602,25.25339317,2003.500122,59.83899689,45.84587479,-8.130103111,687.097229,10.79533195,0.0006556497538,-0.0001531649759,0.0006375084631,186.1356812,3750501,833.6291504,1206.095093,5458.898438,1.95461309
155,434,374.8106079,567.1598511,2489.054443,23.83555031,1784.844116,62.63848114,41.45289993,40.91438293,622.2630005,12.91404915,0.003107685596,0.001910705585,-0.002450900618,188.9326019,3596870,903.7362061,1280.673218,5639.950684,1.767969489
156,434,372.1029358,567.713623,2975.075195,26.80792046,2257.751465,66.70941162,49.84285355,4.763648987,743.7680664,10.1588192,0.003070800798,-0.003008524654,0.0006153021823,191.6963196,3909937.5,771.7999268,1179.707642,5696.856445,2.162960291
157,434,372.8173523,568.0631714,3282.87793,28.04721642,2471.32251,69.00202179,49.47314835,0,820.718689,10.75689316,0.0008837175556,0.0007937960909,0.0003883870377,192.4916687,3994559.75,719.6087646,1150.103882,5617.730469,2.297093391
158,434,372.430481,567.9862671,3039.027588,26.86823082,2267.921387,67.19786835,49.62535858,-10.00797939,759.7561646,10.40072632,0.0004382677726,-0.0004298570566,-8.54E-05,192.8861084,3997749.25,787.4212646,1201.889771,5651.44873,2.144658327
159,434,373.9343872,567.6834717,3053.133057,27.44439888,2366.231934,67.87328339,51.38199234,6.009010315,763.2825317,11.93261433,0.001704539754,0.001671006903,-0.0003364393488,194.4201813,4008843.75,759.2509766,1179.307983,5622.089844,2.171158075
160,434,369.1621399,565.5188599,3075.518799,27.52292252,2379.791992,60.95088577,59.43343353,29.05460358,768.8789063,8.495448112,0.005822464824,-0.005302497186,-0.002405124251,199.6604004,4058714.75,761.7718506,1180.160889,5315.039063,2.164421797
161,434,371.4160156,565.5511475,3181.838867,27.66955757,2405.217285,66.0220108,52.95618439,8.746162415,795.4589844,10.37048817,0.002504563425,0.00250430638,3.59E-05,201.9145203,4102121.5,761.4855347,1181.469116,5228.966797,2.147725582
162,434,371.1908875,566.4812622,3500.518799,29.45466042,2725.57373,68.09677887,60.44666672,24.44395447,875.1288452,9.744731903,0.001063302625,-0.0002501424169,0.001033460838,202.8714905,4259313,697.9037476,1136.684692,5318.194824,2.356060028
163,434,370.7498169,566.2487793,2960.258789,27.07826042,2303.516602,65.20407104,51.62404633,-4.398705482,740.0639038,9.452537537,0.0005539883859,-0.0004900784115,-0.000258314336,203.3700714,4086523.5,794.4256592,1235.238403,5643.815918,2.109907866
164,434,370.1356201,567.5829468,2870.859131,26.1043396,2140.795654,67.00701904,46.29575729,8.972625732,717.7140503,8.339562416,0.001631949679,-0.0006824408774,0.001482408261,204.8388367,4128502.25,859.9240112,1267.377319,5483.079102,1.956589341
165,434,370.4940491,566.8078003,2824.433105,26.07331657,2135.710693,66.39817047,42.96352386,0,706.1074829,8.975179672,0.0009467896889,0.000397371361,-0.0008593641687,205.6928406,4180988,873.5872192,1296.681763,5681.927734,1.990346551
166,434,370.4672241,567.3455811,2562.557373,24.64791489,1908.579712,57.28469849,49.47314835,0,640.6387329,8.735414505,0.0005982770817,-2.98E-05,0.0005975341774,206.2312775,4057590.25,952.0380249,1354.987183,5662.893555,1.820051074
167,434,369.4552612,567.5650024,2525.181396,23.92592239,1798.404175,65.09624481,40.35967255,0,631.2946777,7.716995716,0.001150531112,-0.001124403207,0.0002438015363,207.2667542,4022324,999.5822754,1377.358765,5324.278809,1.699494362
168,434,369.6567383,566.440918,2581.091309,24.04962921,1817.049194,58.01063538,46.52085114,-25.55996132,645.2722168,8.401197433,0.001268886379,0.0002238633897,-0.001248982735,208.4087524,4099380.25,1005.48999,1389.738281,5699.407227,1.724032402
169,434,368.7564087,566.0872803,2599.007568,24.08325768,1822.134277,57.01971817,44.33815765,19.0934906,649.7512207,7.832527161,0.00107476837,-0.001000366174,-0.0003929307859,209.3760529,4125690,1009.219299,1398.607666,5726.124023,1.73567915
170,434,367.6321411,566.4343262,2625.066895,24.00472069,1810.269043,54.68084717,41.66159821,0,656.2661133,6.724869728,0.001307347906,-0.001249186229,0.000385606545,210.5526581,4177321.75,1026.116821,1410.201538,5766.254395,1.744254231
171,434,368.0257568,566.6225586,2489.19458,23.50504112,1735.688721,54.31126404,40.10192108,14.03623962,622.2979736,6.926898479,0.0004847868113,0.0004373507982,0.0002091471397,210.9889679,4146217.75,1063.133423,1432.218384,6066.807617,1.676439285
172,434,366.60849,566.5102539,2510.708252,23.44758415,1727.213745,57.28469849,39.05774689,0,627.6765137,5.904757977,0.001579677104,-0.001574740978,-0.0001247829932,212.410675,4183913,1076.108154,1431.588623,6027.410645,1.613042951
173,434,368.7774963,566.1901245,2809.862793,26.33070946,2178.085938,74.48564148,46.84378433,5.906150818,702.4650269,7.790799141,0.002436114941,0.002410006942,-0.0003556993324,214.6031799,4355545.5,896.2025757,1346.230591,6230.523438,1.94572556
174,434,368.756134,560.5698853,3206.612061,27.24709702,2332.331787,62.31601334,56.45779419,81.46923065,801.6522217,11.90821266,0.00624475535,-2.37E-05,-0.006244710181,220.223465,4564830.5,872.9817505,1297.317871,6101.105469,2.094010353
175,434,368.3156738,562.9446411,3129.894531,26.46356583,2200.121094,61.69743347,47.39078522,-15.94539452,782.4729004,9.709713936,0.002683619969,-0.0004894002341,0.00263861753,222.6387177,4608477.5,932.1355591,1334.203491,6001.942871,1.961535573
176,434,368.0112915,562.968811,3295.659424,26.74747467,2247.581299,64.10730743,48.38721466,-13.62699509,823.9141235,9.506865501,0.0003392671642,-0.0003382025752,2.69E-05,222.9440613,4567838,901.3095093,1321.269287,5964.272461,1.998850703
177,434,369.8308105,562.5264282,3182.431152,26.98844719,2288.261475,69.78358459,44.58863831,-16.55706978,795.6069946,11.00862312,0.002080583945,0.002021687804,-0.0004915364552,224.8165894,4651327.5,905.8079834,1317.43396,6028.404785,1.990566015
178,434,370.6184082,563.6213989,3505.826904,28.28665352,2513.69751,78.8530426,45.62990189,-4.573921204,876.4558105,10.81843376,0.00149867055,0.0008751085261,0.00121663406,226.16539,4771858,844.1280518,1266.012573,5994.205566,2.100712538
179,434,366.8156128,564.1209106,3028.191895,26.1043396,2140.795654,62.02618027,44.43823242,2.290611267,757.0471802,7.874900341,0.004261624068,-0.004225328099,0.0005550130154,230.0008545,4421515.5,915.4292603,1342.91394,5768.999512,1.852062464
180,434,370.8015137,564.4036255,3033.596436,26.17657852,2152.660889,66.39817047,44.26544952,0,758.3982544,10.47644329,0.004439905286,0.004428778775,0.0003141275956,233.9967651,4599382.5,949.8917847,1341.27124,5517.196289,1.836854815
181,434,367.8923035,566.1310425,3058.456787,26.37166023,2184.865967,65.79179382,45.62467957,20.32313538,764.6134033,7.117665768,0.003759346204,-0.003232455812,0.001919352217,237.3801727,4543180,923.5980835,1310.916016,5475.299316,1.807418346
182,434,366.5525818,563.9767456,2790.299805,25.37062836,2022.145142,55.98277283,42.96352386,0,697.5742188,7.851027489,0.00281877513,-0.00148857967,-0.002393663162,239.9170837,4514135.5,989.9452515,1380.880737,6177.978516,1.754922986
183,434,366.0014648,562.5359497,2610.248291,24.3838253,1867.899414,52.68929672,43.04099655,-3.01278758,652.5614014,8.862854958,0.001714002807,-0.0006123521598,-0.001600884367,241.4596863,4498030,1068.41394,1409.218384,6211.109863,1.593400359
184,434,367.9964294,562.491272,2858.313965,25.07113457,1974.684937,58.74521637,43.81495285,12.99462128,714.5777588,9.886790276,0.002217183122,0.002216627356,-4.96E-05,243.4551392,4480815,1005.114258,1390.727661,6535.378418,1.707089663
185,434,366.6055298,562.0929565,2760.034424,24.65885925,1910.274658,54.90177155,44.17177582,15.94539642,690.0079346,9.521689415,0.001607565791,-0.001545444014,-0.0004425726947,244.901947,4628826,1070.991699,1413.097534,5942.157715,1.603839159
186,434,366.2879944,562.6484985,3091.618408,26.4737587,2201.816162,55.98277283,48.17122269,0,772.9038086,8.88296032,0.0007109857979,-0.0003528171219,0.0006172689027,245.5418396,4657376.5,935.4022217,1355.049316,6229.435059,1.814084291
187,434,366.7068481,561.9139404,2863.355225,25.4449501,2034.010254,63.45466995,43.49505615,2.86240387,715.8380737,9.727095604,0.0009395389352,0.0004653930664,-0.0008161756559,246.3874207,4668031.5,1018.109314,1406.046143,6038.502441,1.674836636
188,434,365.1643066,562.4408569,3147.912598,26.96844864,2284.871582,56.20804214,53.96362305,-12.99461651,786.977356,8.643800735,0.001811170834,-0.001713935053,0.0005854627816,248.0174866,4868265.5,949.7209473,1359.06958,6295.799805,1.802137613
189,434,366.7788086,562.7354126,3037.828125,26.44317055,2196.730957,69.69745636,45.63286209,4.398712158,759.4562988,9.034211159,0.001823502127,0.001793891075,0.0003272840695,249.6586304,4814902,977.843811,1392.312866,5950.492188,1.76409781
190,434,365.796814,562.5123901,3121.875977,27.09817696,2306.906494,71.0241394,45.43244934,6.340187073,780.4682007,8.802652359,0.001118890825,-0.001091105165,-0.0002478027309,250.6656342,4863399.5,940.1564941,1365.730469,6004.947266,1.814686894
191,434,364.8250427,561.8289795,3008.156006,26.66666603,2234.02124,59.67683792,51.98279953,-4.236394405,752.038208,9.12783432,0.001320021227,-0.001079745824,-0.0007593451883,251.853653,4832022.5,963.322998,1380.392578,6054.154297,1.762510896
192,434,367.7069092,560.8582153,3233.321045,27.63053131,2398.437012,74.20972443,52.07699585,0,808.3294067,11.12611389,0.003378862748,0.003202073742,-0.001078626839,254.8946228,4946117.5,920.3792114,1366.133667,5720.566406,1.843546867
193,434,365.3241272,562.4215698,3233.372559,27.48368835,2373.011963,59.72087479,57.25950241,-5.710593224,808.3423462,8.714946747,0.0031630015,-0.002644597087,0.001735132653,257.7445068,5030926,942.1217041,1382.672607,5499.31543,1.847940326
194,434,365.3323059,561.5423584,3770.229248,30.12479019,2851.00415,86.32070923,62.34272766,28.88658142,942.5562744,9.54925251,0.0009780304972,9.10E-06,-0.0009779882384,258.6237488,5120342,808.645874,1304.864014,5648.946289,2.091807365
195,434,366.625,561.9118652,3333.123291,27.75716591,2420.472168,61.19047165,57.28469849,90,833.2799683,9.692734718,0.001493852935,0.001436326769,0.0004105631378,259.9682007,5054822.5,931.2493896,1372.295898,5504.105469,1.813590527
196,434,364.7172852,559.6071167,3389.947754,28.33429909,2522.172607,73.28984833,55.21451187,40.60129547,847.4862061,11.26062489,0.003324291669,-0.002119683195,-0.002560831606,262.960083,5223038,919.5498657,1344.853394,5538.970215,1.858721256
197,434,365.0832214,564.2926025,3090.470703,25.40250778,2027.230103,54.81055069,49.26791382,3.012786865,772.6168823,6.885177135,0.005221948959,0.0004065958783,0.00520609552,267.6598206,4928745.5,1072.16626,1476.093384,5836.533691,1.587328792
198,434,365.0203857,565.6124268,3157.509277,25.98003197,2120.455811,55.98277283,52.07699585,0,789.3765869,5.666392803,0.001468132366,-6.98E-05,0.001466471353,268.9811401,5082727,1060.223267,1463.952271,5774.402344,1.633087993
199,434,365.8296509,564.609436,3686.773682,28.41036606,2535.732666,59.88854599,58.58662415,0,921.6925049,6.935845375,0.001431954792,0.0008991835057,-0.001114434097,270.2698975,5348349,936.0068359,1387.086548,5898.385254,1.904628515
200,434,366.3892822,565.7562866,3377.713867,27.35578918,2350.976807,59.88854599,55.98277283,0,844.4276123,6.310414314,0.001417898573,0.0006218125927,0.001274278387,271.5460205,5329513.5,1007.0896,1439.150635,5839.490723,1.797495484
201,434,367.2805176,565.3499756,3489.839355,26.77771568,2252.666504,60.05815125,49.51272202,-4.969740868,872.4590454,7.204138756,0.001088315621,0.0009902615566,-0.0004514566972,272.5255127,5360688.5,1051.529419,1467.96521,6190.6875,1.736367345
202,434,369.4465027,565.3870239,3900.324463,29.75536728,2781.509033,70.4994278,61.3038559,42.27368927,975.0802002,8.802244186,0.002407002263,0.002406650223,4.12E-05,274.691803,5592043,897.7423706,1375.309082,5840.320313,1.984684706
203,434,366.958374,565.4213867,3749.169678,28.11446571,2483.1875,62.86890411,60.09017563,78.02386475,937.2915039,6.934783459,0.002764851088,-0.002764587291,3.82E-05,277.1801758,5516351,985.7697754,1508.289063,6384.225586,1.961269021
204,434,365.6545715,564.5847168,3926.138916,28.63734818,2576.413086,73.36205292,53.56594467,26.56504822,981.5338135,6.871864319,0.001721296343,-0.001448669471,-0.0009296332719,278.7293396,5485530,946.5969238,1490.813232,6425.040039,2.033735752
205,434,364.903717,565.5292969,3864.765381,28.27711678,2512.002686,70.04356384,52.64984131,16.26020813,966.1904297,5.687036514,0.00134072674,-0.0008342827787,0.00104953337,279.9359741,5468049.5,968.6550903,1514.685181,6403.114258,1.984063625
206,434,364.644043,564.8696289,4050.627686,29.18784904,2676.418457,71.12937927,53.0424614,30.25643539,1012.656006,6.184251308,0.0007877083845,-0.0002885267604,-0.0007329644286,280.644928,5607723,930.2803955,1463.81311,6701.775391,2.040919065
207,434,366.6011658,564.8389282,3581.036865,27.50331306,2376.4021,60.17132568,59.61001968,7.431411743,895.2583008,7.16486454,0.002174848458,0.002174580935,-3.41E-05,282.6022949,5348064.5,1003.201599,1508.612305,5903.294922,1.790823102
208,434,367.2203979,564.8978271,3598.12915,28.3247757,2520.477783,65.61917114,60.50282669,3.576332092,899.5313721,7.502190113,0.0006911411183,0.0006880357396,6.54E-05,283.2243042,5467139.5,964.562561,1478.761597,5862.591797,1.840181231
209,434,367.0021362,563.8146973,3589.890625,28.13364983,2486.577637,74.58659363,51.33211136,34.21570206,897.4717407,8.232969284,0.001227668952,-0.0002425130224,-0.001203477615,284.3292236,5581642.5,993.3539429,1496.473877,6092.017578,1.832854986
210,434,368.4319153,564.3997803,3551.965576,27.83480835,2434.032227,79.60310364,49.2824707,39.28940582,887.9904785,8.686441422,0.001716510393,0.001588643412,0.0006500922027,285.8740845,5506234.5,1006.439026,1557.390015,6876.226563,1.841063142
211,434,368.198822,562.5842896,4235.885742,28.34381866,2523.86792,69.43954468,58.94546509,30.96374893,1058.970337,9.927939415,0.002033770084,-0.0002589925134,-0.002017211867,287.7044678,5530177.5,981.2224731,827.6448364,4915.708008,1.069800615
212,434,372.8255615,560.4050903,4066.921143,18.27495575,1049.210327,39.4634285,36.86857605,48.36646652,1016.729248,14.61817932,0.005682507996,0.005140821449,-0.002421332523,292.8187256,5717042,2455.776367,1786.011597,6433.821289,0.03664803505
213,434,359.5015869,558.6225586,3852.395996,18.74137688,1103.450562,50.77507401,31.24619865,90,963.0980835,12.33540344,0.01493631396,-0.01480441634,-0.001980590867,306.2614136,5340743.5,2214.231689,2373.046875,8747.181641,0.789865315
148,1356,334.0431824,510.4095764,2261.862061,20.95671654,1379.736938,46.95059967,42.34759521,45,565.4650269,0,NaN,NaN,NaN,0,2722150,892.2158203,960.4699097,4579.548828,1.714863062
149,1356,325.0510559,507.7104797,1837.091431,18.7269783,1101.755615,40.68222809,35.04016495,8.746162415,459.2723694,9.388474464,0.01043163892,-0.009991251864,-0.002998996293,9.388474464,2610806.5,1066.070679,1236.120483,5847.896973,1.943876743
150,1356,326.5145874,505.2739258,1914.876709,19.6821804,1217.016113,52.21927261,34.6936264,15.94539642,478.7187195,9.113431931,0.003158120904,0.001626146142,-0.002707282081,12.23078346,2727201.25,1017.232056,1354.61853,5744.029785,1.836620688
151,1356,325.0993042,505.2369385,2045.535889,21.1106205,1400.077026,55.65681458,37.84357452,-3.366460562,511.3834839,10.33194733,0.001573073794,-0.001572536887,-4.11E-05,13.64655018,2772781.5,892.430542,1179.083496,5174.111816,1.8020432
152,1356,329.065033,500.6412659,2285.040283,23.37845039,1717.043701,55.7229538,47.15896988,-37.87498474,571.2595215,10.96366119,0.00674465578,0.0044063651,-0.00510630291,19.71673965,2906251,759.6046143,1114.691772,5419.387695,2.067724466
153,1356,327.6345825,503.0331421,2149.368896,22.17023087,1544.15271,53.37382889,44.18762207,34.50852203,537.3416748,9.771486282,0.003093208186,-0.00158762536,0.002654690528,22.50372124,2899891.75,845.9415894,1158.712524,5371.085938,1.926576376
154,1356,325.429657,499.2308044,2355.18335,25.19992447,1995.025024,67.58925629,52.56411743,28.4429245,588.7952881,14.11232662,0.004889200907,-0.002452642424,-0.004229519051,26.8991127,2988339.5,679.166748,996.0463867,4866.303711,2.139658689
155,1356,323.4697876,496.8157959,2463.398438,26.37166023,2184.865967,76.19319153,54.69313431,33.17851257,615.848999,17.22171783,0.003455779515,-0.002177632647,-0.0026833429,30.00931358,3045448.25,630.5265503,953.2487183,4442.350586,2.220428467
156,1356,324.3899536,500.0940857,2587.351318,26.63630104,2228.936279,63.97479248,61.179142,-87.13759613,646.8372192,14.12777996,0.003783311229,0.001022406737,0.00364254415,33.4142952,3107547.75,626.1419678,954.8881226,4858.723145,2.2751019
157,1356,323.489502,499.5313721,2176.513916,24.21730423,1842.474243,59.77660751,56.37604523,2.935668945,544.1279297,15.15636826,0.001179798972,-0.001000501798,-0.0006252373569,34.47611237,3045350.75,740.9602051,981.1942139,4554.691406,1.907398939
158,1356,323.6268616,499.5361023,2095.556641,23.76754761,1774.673828,65.4119873,55.14068222,4.763648987,523.8886719,15.05762863,0.0001527122658,0.0001526217966,5.26E-06,34.61355591,2940913.25,749.2781372,1016.419556,4772.764648,1.879272938
159,1356,323.4201355,499.4860535,2058.923584,23.56235695,1744.163818,62.13066483,52.66064835,3.270492554,514.7303467,15.23720741,0.0002363314125,-0.0002296956372,-5.56E-05,34.82625198,2905840.5,749.8933716,986.0565796,4494.170898,1.761021972
160,1356,321.6356812,500.1838989,2126.693848,24.06084442,1818.744141,70.45085907,45.99684525,26.56504822,531.6729126,16.07826424,0.002128949622,-0.001982727088,0.0007753838436,36.74230576,2964528,734.5216675,1004.861145,4771.646973,1.863079071
161,1356,324.2725525,500.4315186,2172.609863,24.00472069,1810.269043,65.197258,49.12122345,30.96376038,543.1519165,13.96520138,0.002942746971,0.002929857001,0.0002751329157,39.3907814,3017570,748.9625244,1025.605225,4770.834961,1.855287313
162,1356,323.8027649,499.1951904,2210.886719,24.35061073,1862.814453,66.88034821,53.86706543,1.735702515,552.7211304,15.18646145,0.001469529001,-0.0005219862214,-0.001373697887,40.71335602,3067872.75,744.8115845,1003.811279,4657.328125,1.870443821
163,1356,321.1755371,498.7902527,2369.471191,25.24271011,2001.805176,66.09550476,57.27262878,6.709838867,592.3672485,17.33738708,0.002953612711,-0.002919141902,-0.0004499308125,43.37160873,3148364,710.8515625,996.3864746,4662.495117,1.958522558
164,1356,322.1056824,499.2614746,2279.45459,24.27293587,1850.949341,60.52867889,55.64037704,6.340187073,569.8630981,16.33352661,0.001158553991,0.001033494715,0.000523579889,44.41430664,3164284.5,767.4714966,1027.767212,4665.561523,1.81797564
165,1356,323.9622498,499.1401672,2331.233887,24.52722549,1889.93457,62.38639832,56.8391571,8.880653381,582.8078613,15.12034321,0.002062667627,0.002058278769,-0.0001344871125,46.27483368,3133823,744.1970825,1018.75354,4566.480957,1.827929139
166,1356,322.7517395,499.6167603,2091.109619,23.20471764,1691.61853,56.9382515,51.8316803,11.30992889,522.7768555,15.61990929,0.001445502159,-0.001345011406,0.000529547804,47.57578278,3115149.75,830.2654419,1066.286743,5066.466797,1.688476086
167,1356,322.9421692,499.8740845,2111.230713,23.37845039,1717.043701,58.71093369,50.56803513,-3.012787342,527.8071899,15.30454445,0.0003556930751,0.0002115885436,0.0002859157976,47.89590836,3098054.75,807.4172974,1044.553223,4761.313965,1.692621946
168,1356,324.0847168,499.0747681,2325.14502,24.30625534,1856.034302,58.47021484,52.08700562,11.30992889,581.2856445,15.08803844,0.001549321576,0.001269497327,-0.000888129347,49.29029846,3182973.5,769.7648926,1036.142822,4853.750977,1.814096212
169,1356,322.8060303,497.9968567,2228.814697,23.35536194,1713.653564,55.98277283,45.56737137,0,557.203064,16.74363136,0.001858225674,-0.001420762856,-0.001197679318,50.96269989,3169607,831.9164429,1056.022583,4953.814453,1.668994069
170,1356,323.4966736,500.6365356,2209.266357,22.78235054,1630.598267,53.24177551,52.29665756,3.468231201,552.31604,14.37849712,0.003031703411,0.0007673814544,0.002932976699,53.69123459,3174154.5,871.7820435,1089.466553,4880.127441,1.632658839
171,1356,324.0471497,500.3093262,2445.031982,24.02718544,1813.65918,57.84257507,52.42770004,1.847610474,611.2573853,14.21040916,0.0007115362678,0.0006116401055,-0.0003635660687,54.33161545,3268011.5,808.5149536,1052.084839,4796.195801,1.751055956
