"","Frame","Tracking.ID","Area","Position.X","Position.Y","Radius","Dry.Mass","Volume","Speed","Displacement","Track.Length","Integrated.Intensity","Mean.Intensity","Standard.Deviation.Intensity","Maximum.Intensity","Minimum.Intensity","Skewness"
"38",13,2,948.992065429688,200.729095458984,51.3717460632324,17.3802623748779,316.465515136719,1265.86328125,0.00444326736032963,16.169361114502,68.3564453125,240191.609375,116.146881103516,226.557403564453,5642.02587890625,0,10.5784063339233
"39",14,2,1098.11938476563,194.636795043945,57.0505828857422,18.6960487365723,328.973571777344,1315.89575195313,0.00462699122726917,8.12325763702393,76.6850357055664,260929.84375,111.843185424805,224.931671142578,6287.068359375,0,12.3684663772583
"40",15,2,1121.84411621094,186.369232177734,62.8562126159668,18.8969326019287,334.574188232422,1338.29809570313,0.00561242923140526,4.97431182861328,86.7874069213867,263591.3125,109.967155456543,222.370864868164,5838.384765625,0,11.2434606552124
"41",16,2,1040.501953125,188.861190795898,63.9978370666504,18.1989593505859,340.176116943359,1360.70581054688,0.00152194069232792,2.27741432189941,89.5284194946289,258349.46875,116.007690429688,225.861358642578,5840.3662109375,0,11.4346752166748
"42",17,2,950.686645507813,188.174530029297,63.196647644043,17.3957748413086,327.271423339844,1309.0869140625,0.000586537644267082,3.15888452529907,90.5836029052734,232055.859375,113.697059631348,231.608917236328,5935.55224609375,0,11.4050073623657
"43",18,2,1096.42468261719,191.452972412109,64.6031799316406,18.6816177368164,342.6591796875,1370.63806152344,0.00198190240189433,0.417446672916412,94.1510238647461,257305.375,109.818672180176,186.702163696289,2990.271484375,0,6.89407730102539
"44",19,2,1230.30041503906,198.579803466797,63.5689468383789,19.7893085479736,369.683258056641,1478.73449707031,0.00400082394480705,7.51396226882935,101.352508544922,276856.5,104.316749572754,170.634307861328,2858.5341796875,0,6.67004776000977
"45",20,2,1303.16943359375,206.953842163086,59.895679473877,20.3669261932373,376.611328125,1506.44677734375,0.0050801420584321,16.4643726348877,110.496765136719,276169.875,99.2704315185547,172.014236450195,2934.94067382813,0,7.21943426132202
"46",21,2,1304.86413574219,212.877304077148,60.3790473937988,20.3801651000977,374.874389648438,1499.4990234375,0.00330175063572824,22.1312732696533,116.439918518066,275950.40625,100.090972900391,175.835083007813,4075.583984375,0,9.7136697769165
"47",22,2,1243.857421875,210.976470947266,62.4697799682617,19.8980445861816,363.808471679688,1455.23547363281,0.00156980869360268,19.9585018157959,119.265571594238,271336.5,104.68221282959,189.918258666992,4110.69189453125,0,9.53616237640381
"48",23,2,1255.71984863281,209.32682800293,65.5802307128906,19.9927005767822,368.375610351563,1473.50390625,0.00195710244588554,18.2587471008301,122.786399841309,284293.03125,108.343528747559,218.880218505859,6457.99853515625,0,14.5802726745605
"49",24,2,1170.98840332031,204.801727294922,65.8326416015625,19.3064022064209,362.568511962891,1450.275390625,0.0025164547841996,13.7714853286743,127.318534851074,257898.203125,105.782608032227,178.063888549805,4442.82861328125,0,10.5298366546631
"50",25,2,1177.76696777344,200.421875,71.9493637084961,19.3622016906738,365.589904785156,1462.36120605469,0.00417951354756951,12.0093727111816,134.841659545898,270067.875,110.956359863281,231.079528808594,6594.7119140625,0,14.5726022720337
"51",26,2,1125.2333984375,198.408416748047,73.9299545288086,18.9254570007324,365.9423828125,1463.77099609375,0.00156906375195831,12.0303869247437,137.665969848633,275393.78125,117.288795471191,234.009521484375,6691.76220703125,0,14.5090370178223
"52",27,2,1179.46154785156,198.567260742188,74.4443588256836,19.3761253356934,357.795013427734,1431.18139648438,0.000299094914225861,12.5370283126831,138.204345703125,284223.21875,116.820159912109,229.938171386719,6512.1650390625,0,13.811990737915
"53",28,2,1162.51525878906,192.353439331055,80.0773315429688,19.2364273071289,361.247253417969,1444.99035644531,0.00465427944436669,15.7590599060059,146.591354370117,265498,109.483581542969,224.774856567383,6499.7666015625,0,14.5201292037964
"54",29,2,1172.68310546875,184.772888183594,89.4004669189453,19.3203678131104,371.451324462891,1485.80688476563,0.00668301247060299,25.8222103118896,158.607406616211,284994.46875,118.353157043457,213.311981201172,6218.2978515625,0,13.2400379180908
"55",30,2,1145.56896972656,180.440307617188,97.8230285644531,19.0957050323486,353.398956298828,1413.59729003906,0.00526198791339993,35.1152191162109,168.078994750977,267583.46875,111.400238037109,209.970977783203,6314.4765625,0,14.0499839782715
"56",31,2,1125.2333984375,175.106246948242,109.517395019531,18.9254570007324,361.584655761719,1446.34020996094,0.00714078918099403,47.9017639160156,180.932403564453,286011.34375,119.971138000488,241.31330871582,6413.5498046875,0,15.6641521453857
"57",32,2,1106.59252929688,176.931381225586,109.459442138672,18.7680397033691,391.634674072266,1566.5400390625,0.00101391121279448,47.2680473327637,182.75846862793,278289.78125,118.52214050293,247.245056152344,6501.2490234375,0,15.2618885040283
"58",33,2,1181.15612792969,181.641616821289,109.616722106934,19.3900413513184,378.205596923828,1512.82397460938,0.00261971144936979,46.2288780212402,187.471328735352,275869.34375,110.969230651855,197.360260009766,5940.6396484375,0,13.9272403717041
"59",34,2,1176.072265625,184.352142333984,111.674736022949,19.3482666015625,384.623382568359,1538.49487304688,0.00189071556087583,47.787223815918,190.874618530273,276551.21875,113.43391418457,207.926986694336,5948.74755859375,0,13.0938100814819
"60",35,2,1252.33056640625,183.841354370117,112.288307189941,19.9657001495361,393.904907226563,1575.62121582031,0.000443531665951014,48.4686584472656,191.672973632813,303496.84375,115.223014831543,245.062927246094,6407.46142578125,0,14.6336679458618
"61",36,2,1165.90454101563,183.106460571289,110.746963500977,19.2644481658936,383.181976318359,1532.72961425781,0.000948652275837958,47.0646667480469,193.38053894043,280371.25,115.616943359375,210.414276123047,5945.51953125,0,13.1857376098633
"62",37,2,1067.61608886719,184.124221801758,116.71297454834,18.4345531463623,387.323028564453,1549.29370117188,0.00336046633310616,52.8093185424805,199.432739257813,279162.40625,123.305099487305,193.79313659668,3435.79907226563,0,7.11041450500488
"63",38,2,1130.31726074219,184.378356933594,116.244888305664,18.9681606292725,397.852600097656,1591.41198730469,0.000296067271847278,52.3120803833008,199.965362548828,280247.03125,117.013397216797,185.388168334961,3337.80004882813,0,6.9066801071167
"64",39,2,1182.85083007813,185.016555786133,117.795440673828,19.4039459228516,403.580688476563,1614.32434082031,0.000931013841181993,53.7740821838379,201.642120361328,274373.46875,110.411880493164,178.368743896484,3287.9951171875,0,6.64111852645874
"65",40,2,1350.619140625,186.352005004883,117.10816192627,20.7343997955322,438.940399169922,1755.76330566406,0.000834866194054484,52.9546737670898,203.14404296875,323573.65625,114.29663848877,180.715255737305,3397.00244140625,0,7.34802961349487
"66",41,2,1045.5859375,190.134658813477,113.028312683105,18.2433643341064,364.737518310547,1458.95153808594,0.00308917253278196,48.670524597168,208.707641601563,259823.765625,117.090461730957,170.658126831055,2894.19604492188,0,5.62414360046387
"67",42,2,1059.14282226563,188.703399658203,115.362129211426,18.3612537384033,368.973815917969,1475.89660644531,0.00152181030716747,51.0512771606445,211.445388793945,268714.34375,118.428535461426,174.443298339844,3108.52319335938,0,5.83654117584229
"68",43,2,1199.79711914063,186.674789428711,124.959457397461,19.5424480438232,391.3056640625,1565.22424316406,0.00544663053005934,60.7539176940918,221.254760742188,280134.8125,110.376197814941,152.854888916016,2201.09716796875,0,4.24020385742188
"69",44,2,1326.89416503906,186.037704467773,122.282180786133,20.5514850616455,439.491424560547,1757.96740722656,0.00152890733443201,58.1362075805664,224.006805419922,299488.21875,107.459075927734,150.764556884766,2391.09643554688,0,4.66328048706055
"70",45,2,1167.59912109375,189.982177734375,115.401512145996,19.2784423828125,396.573944091797,1586.29724121094,0.00440862029790878,51.0464057922363,231.937911987305,280004.3125,113.869110107422,156.517623901367,2169.763671875,0,4.28235578536987
"71",46,2,1199.79711914063,189.393020629883,116.574951171875,19.5424480438232,410.015563964844,1640.06396484375,0.000729059800505638,52.235595703125,233.250946044922,278115.78125,110.626670837402,164.476684570313,2739.03125,0,5.51033353805542
"72",47,2,1169.29382324219,190.705978393555,116.511650085449,19.2924289703369,408.208618164063,1632.83618164063,0.000730674189981073,52.1456718444824,234.5654296875,278514.6875,112.759078979492,160.166885375977,2662.89233398438,0,5.56270313262939
"73",48,2,1201.49169921875,194.435943603516,111.040580749512,19.5562438964844,419.634307861328,1678.53881835938,0.00367660960182548,46.7915191650391,241.186996459961,285827.3125,114.148490905762,163.532012939453,2744.49633789063,0,5.60142278671265
"74",49,2,1193.0185546875,196.957168579102,111.465362548828,19.4871654510498,412.476928710938,1649.90930175781,0.00142121105454862,47.459602355957,243.743759155273,285576.34375,113.009918212891,158.148834228516,2848.818359375,0,6.48999691009521
"75",50,2,1181.15612792969,199.259765625,109.887893676758,19.3900413513184,400.740631103516,1602.9638671875,0.00155062321573496,46.2444381713867,246.534881591797,284111.75,112.742813110352,149.057525634766,2555.82373046875,0,5.93670988082886
"76",51,2,1274.36071777344,198.82975769043,114.530242919922,20.1405467987061,414.59912109375,1658.39807128906,0.0025886851362884,50.7534942626953,251.19709777832,295223.3125,109.544792175293,139.431655883789,2404.052734375,0,4.68898582458496
"77",52,2,1165.90454101563,198.879852294922,116.50984954834,19.2644481658936,408.823883056641,1635.29711914063,0.00110013352241367,52.7182769775391,253.177337646484,289109.09375,118.244834899902,186.992233276367,5968.14892578125,0,14.6074342727661
"78",53,2,1235.38427734375,199.530334472656,115.919242858887,19.8301544189453,428.871185302734,1715.486328125,0.000488112797029316,52.2351226806641,254.055953979492,291135.59375,111.07804107666,184.278244018555,6011.21728515625,0,14.9335641860962
"79",54,2,1216.74340820313,204.64436340332,105.889266967773,19.6799755096436,414.621948242188,1658.48937988281,0.00625124666839838,43.6723823547363,265.314453125,293104.9375,113.960021972656,145.945037841797,2388.46533203125,0,4.05312776565552
"80",55,2,1201.49169921875,206.704345703125,104.452293395996,19.5562438964844,427.681793212891,1710.72900390625,0.0013961405493319,43.0118789672852,267.826110839844,299391.40625,115.194923400879,161.29524230957,2436.33740234375,0,5.3952841758728
"81",56,2,1170.98840332031,206.413711547852,106.312629699707,19.3064022064209,419.750122070313,1679.00207519531,0.00104605662636459,44.6502418518066,269.709014892578,298978.40625,119.019950866699,201.444915771484,6143.716796875,0,13.154857635498
"82",57,2,1138.79052734375,203.943481445313,109.214752197266,19.0391235351563,419.897613525391,1679.59216308594,0.00211609248071909,46.6477508544922,273.520080566406,292966.875,121.01065826416,161.086669921875,2549.6904296875,0,4.57848739624023
"83",58,2,1174.37768554688,203.891799926758,110.076286315918,19.334321975708,433.185607910156,1732.74426269531,0.000479756999993697,47.4626770019531,274.383178710938,312684.1875,124.625106811523,174.1943359375,2422.22534179688,0,4.70810604095459
"84",59,2,1243.857421875,208.456024169922,104.200614929199,19.8980445861816,462.857055664063,1851.43017578125,0.00413341028615832,43.4466896057129,281.823303222656,324223.96875,122.395164489746,178.56867980957,3420.71557617188,0,5.86069059371948
"85",60,2,1282.83386230469,210.021377563477,102.823440551758,20.2073936462402,460.875610351563,1843.50439453125,0.00115829543210566,42.8550796508789,283.908233642578,327241.78125,119.344268798828,200.762023925781,5903.013671875,0,11.1976289749146
"86",61,2,1252.33056640625,207.628677368164,105.415786743164,19.9657001495361,461.708740234375,1846.83679199219,0.00195879279635847,44.2479248046875,287.43603515625,316672.6875,119.45418548584,169.102478027344,2259.45068359375,0,4.26057052612305
"87",62,2,1260.8037109375,204.50276184082,109.221702575684,20.0331287384033,487.295959472656,1949.18566894531,0.00273615168407559,46.8113861083984,292.361083984375,327163.0625,121.622253417969,193.18244934082,5765.43115234375,0,12.1551952362061
"88",63,406,240.637252807617,205.78044128418,108.609756469727,8.75198364257813,208.281494140625,833.126892089844,NA,0,0,100255.7890625,200.111236572266,153.181228637695,1913.35546875,0,3.4282398223877
"89",64,406,499.915435791016,205.851516723633,101.114707946777,12.614595413208,215.00373840332,860.015808105469,0.00416410295292735,7.49538564682007,7.49538564682007,139063.03125,129.965423583984,155.699905395508,1919.740234375,0,4.05989217758179
"90",65,406,693.103088378906,203.543563842773,95.4643249511719,14.8533353805542,229.704727172852,918.81982421875,0.00339086796157062,13.3343915939331,13.5989475250244,172039.265625,115.385215759277,146.013732910156,1677.35424804688,0,4.04362201690674
"91",66,406,677.851440429688,201.111175537109,90.775749206543,14.6890029907227,216.289367675781,865.158325195313,0.00293606147170067,18.4351253509521,18.8809223175049,161245.421875,109.318862915039,155.464797973633,2358.505859375,0,5.45429468154907
"92",67,406,759.193664550781,196.582473754883,82.6784286499023,15.5453805923462,222.455841064453,889.824279785156,0.00515427859500051,27.5142936706543,28.1586246490479,181106.546875,110.498092651367,175.189239501953,2573.89111328125,0,6.55197858810425
"93",68,406,798.170104980469,191.128768920898,73.1484451293945,15.9394302368164,233.923934936523,935.696594238281,0.00609330786392093,38.3689460754395,39.1387634277344,194480.9375,114.199150085449,195.832794189453,3277.11645507813,0,7.24602556228638
"94",69,406,823.589538574219,187.265609741211,62.1766738891602,16.1912536621094,246.090423583984,984.362731933594,0.00646941876038909,49.9883003234863,50.7707786560059,200351.4375,114.030479431152,181.739028930664,2798.21142578125,0,6.34361553192139
"95",70,406,713.438659667969,186.432220458984,52.4450912475586,15.0696573257446,238.982238769531,955.929809570313,0.00542622338980436,59.4039001464844,60.5379791259766,171654.40625,114.2080078125,185.910171508789,2647.15966796875,0,5.94157695770264
"96",71,406,799.864685058594,185.507369995117,50.7600555419922,15.9563426971436,240.301193237305,961.205688476563,0.00106786587275565,61.299144744873,62.4601402282715,202389.859375,120.542007446289,189.310348510742,2616.61059570313,0,6.11934852600098
"97",72,406,821.894897460938,183.683334350586,49.6636848449707,16.1745872497559,251.065902709961,1004.26458740234,0.00118232017848641,62.9517402648926,64.5883178710938,186220.84375,107.270034790039,184.039703369141,2765.45190429688,0,6.23897933959961
"98",73,406,830.367980957031,183.319549560547,51.6641464233398,16.2577476501465,245.859832763672,983.440246582031,0.00112959428224713,61.215145111084,66.62158203125,204627.96875,116.730308532715,188.449462890625,2568.61474609375,0,5.84728240966797
"99",74,406,901.542419433594,182.514389038086,54.2143402099609,16.940185546875,267.891540527344,1071.56713867188,0.00148488604463637,59.162239074707,69.2958679199219,217225.484375,115.606964111328,182.531753540039,2613.05859375,0,6.31860113143921
"100",75,406,923.572570800781,178.395584106445,62.33837890625,17.1459121704102,259.047912597656,1036.19274902344,0.00506308395415545,53.767749786377,78.4043502807617,214065.546875,110.685516357422,178.945663452148,2896.3173828125,0,7.12045669555664
"101",76,406,952.381286621094,178.767456054688,63.1881980895996,17.4112720489502,255.779418945313,1023.11871337891,0.000515345192980021,52.8471336364746,79.3319778442383,220154,108.717987060547,170.019348144531,2484.123046875,0,6.28148174285889
"102",77,406,896.458557128906,179.899230957031,63.8540191650391,16.8923530578613,251.386428833008,1005.54669189453,0.000729500083252788,51.7002220153809,80.6450729370117,202444.390625,106.661895751953,172.904205322266,2538.02783203125,0,6.28013801574707
"103",78,406,1106.59252929688,174.330429077148,64.2674560546875,18.7680397033691,302.269714355469,1209.07995605469,0.00310229323804379,54.3630638122559,86.2292022705078,233985.640625,100.986381530762,157.948944091797,2187.04052734375,0,5.45156288146973
"104",79,406,1006.60943603516,169.820129394531,70.1965866088867,17.9001045227051,288.669952392578,1154.68103027344,0.00413869833573699,52.6185874938965,93.6788635253906,231261.484375,108.82886505127,184.629486083984,2867.28930664063,0,6.45821046829224
"105",80,406,872.733764648438,163.357879638672,86.7711791992188,16.6673259735107,272.987762451172,1091.95227050781,0.00987774692475796,47.7136993408203,111.468681335449,204307.515625,113.820381164551,167.625564575195,2292.30297851563,0,5.28600645065308
"106",81,406,948.992065429688,164.121765136719,92.5302505493164,17.3802623748779,279.668579101563,1118.67541503906,0.00322930049151182,44.6541786193848,117.278198242188,204079.296875,104.817337036133,159.731430053711,2176.29443359375,0,5.51332712173462
"107",82,406,808.337890625,159.027374267578,114.945533752441,16.0406341552734,252.450347900391,1009.80236816406,0.012770501896739,47.1804122924805,140.265090942383,185121.421875,112.947814941406,159.121353149414,1809.19287109375,0,4.350998878479
"108",83,406,882.901489257813,156.137985229492,135.551422119141,16.7641372680664,271.473602294922,1085.89538574219,0.0115532921627164,56.4820938110352,161.072570800781,225359.09375,123.416984558105,225.552444458008,5797.93017578125,0,13.0581579208374
"109",84,406,969.327575683594,151.880569458008,148.824127197266,17.5654926300049,286.728210449219,1146.9140625,0.00774378050118685,67.2487335205078,175.011383056641,223753.96875,112.326217651367,225.769561767578,5699.3203125,0,13.6363716125488
"110",85,406,955.770568847656,149.803512573242,162.825653076172,17.4422245025635,281.895477294922,1127.5830078125,0.00786812044680119,77.9280471801758,189.166137695313,231516.859375,113.432960510254,188.789855957031,4012.263671875,0,10.454626083374
"111",86,406,928.656555175781,147.316284179688,162.592010498047,17.1930370330811,277.263732910156,1109.05615234375,0.0013863364001736,79.5747528076172,191.664306640625,208936.1875,104.992973327637,166.189025878906,4295.634765625,0,10.4977769851685
"112",87,406,962.549011230469,147.952697753906,163.705413818359,17.5039672851563,279.549102783203,1118.19750976563,0.000712870678398758,79.8722686767578,192.946762084961,233654.796875,113.97802734375,185.774459838867,4062.70043945313,0,10.568395614624
"113",88,406,1016.77722167969,144.753616333008,171.798934936523,17.9902820587158,292.967590332031,1171.87145996094,0.00483759166672826,87.847282409668,201.649597167969,246822.234375,114.163864135742,205.448104858398,4381.3427734375,0,11.1461009979248
"114",89,406,1015.08251953125,140.804244995117,184.821914672852,17.9752826690674,295.051422119141,1180.20703125,0.00755616696551442,100.15087890625,215.258255004883,247739.625,110.74641418457,166.877059936523,4711.23388671875,0,11.9608860015869
"115",90,406,1071.00537109375,142.525726318359,190.396987915039,18.4637908935547,306.380615234375,1225.52368164063,0.00324335973709822,103.39395904541,221.093048095703,249189.8125,106.856834411621,167.491546630859,4523.74609375,0,10.9710998535156
"116",91,406,1018.47180175781,137.387939453125,197.953506469727,18.0052680969238,310.025299072266,1240.10241699219,0.00507368938997388,112.515953063965,230.230758666992,232145.359375,108.580688476563,169.662139892578,4477.71728515625,0,11.0188550949097
"117",92,406,972.716857910156,128.471420288086,200.184494018555,17.5961761474609,294.782012939453,1179.12915039063,0.0051063266582787,119.844139099121,239.422149658203,217032.359375,106.44059753418,162.288467407227,4569.0107421875,0,12.6914720535278
"118",93,406,947.29736328125,119.251312255859,200.543655395508,17.3647384643555,297.696044921875,1190.78540039063,0.005123320966959,126.250274658203,248.649261474609,228497.96875,113.117797851563,189.276657104492,4818.9853515625,0,12.5538120269775
"119",94,406,881.206909179688,107.265968322754,206.372451782227,16.7480411529541,292.946624755859,1171.78771972656,0.00740418909117579,138.789932250977,261.976806640625,216807.109375,114.712936401367,189.573104858398,4622.19482421875,0,12.0442600250244
"120",95,406,882.901489257813,95.7440643310547,210.195877075195,16.7641372680664,288.423675537109,1153.69592285156,0.00674429023638368,149.75895690918,274.116516113281,213806.125,112.057693481445,190.019805908203,4474.60986328125,0,10.9896898269653
"121",96,406,921.877990722656,85.7210235595703,213.97477722168,17.1301746368408,315.392272949219,1261.5703125,0.00595427630469203,159.737442016602,284.828247070313,231961.875,115.231811523438,188.67350769043,5566.802734375,0,14.1330041885376
