"","Tracking.ID","Duration","Mean.Intensity","Speed","Int.var","Track.Length","type"
"172",646,104,1253.01784060552,0.00249355567988795,218347.054067004,231.158111572266,"K"
"176",668,73,873.456242600533,0.00246348324884048,78745.3711785543,160.905715942383,"K"
"177",674,85,582.531861069623,0.0015198709169497,33083.6504204528,114.909187316895,"K"
"179",677,28,1319.35647691999,0.008167638421852,732687.87446422,198.451232910156,"K"
"180",680,89,624.57675548082,0.00257862104759128,92828.0923021642,204.230331420898,"K"
"181",681,96,601.369515419007,0.00296099233091809,107220.014231706,253.153457641602,"K"
"182",683,202,599.603314805739,0.00411745446179717,158846.86286527,737.851684570313,"K"
"184",688,74,337.93978850906,0.0049881100076911,330118.321703219,327.732086181641,"K"
"186",696,81,714.0651767872,0.00464124131467543,267995.928409892,334.160217285156,"K"
"187",698,27,601.2953765304,0.00783906942860295,635918.166049944,183.419952392578,"K"
"189",706,79,911.389376676536,0.00225293087658849,59458.1771577955,158.13200378418,"K"
"190",707,129,1727.23926721617,0.00788546639159904,1141935.98044169,908.424133300781,"K"
"191",708,76,3274.04437597175,0.00917774652014486,1872184.18462006,619.50341796875,"K"
"192",711,48,1778.67300160726,0.00210271083747973,71633.7034697783,88.9455032348633,"K"
"193",712,197,1318.88031455103,0.0041222782332931,761840.12138077,727.189819335938,"K"
"194",714,96,1454.72764436404,0.00290425062550256,600790.245524622,248.308959960938,"K"
"195",716,110,1681.87359723178,0.00330986983677876,1146394.22597373,324.699005126953,"K"
"196",719,78,1029.75404788286,0.0027552975807339,166801.162494312,190.94938659668,"K"
"197",726,138,933.152504741282,0.00281781421850663,291465.818294402,347.455200195313,"K"
"200",736,32,1536.494348526,0.00282280341601901,345809.795735468,78.7556381225586,"K"
"201",737,75,1749.92300374349,0.00726214891128129,494321.154377957,483.697052001953,"K"
"203",740,102,724.361886117973,0.0033829250258548,330509.98379369,307.547943115234,"K"
"204",741,87,635.901680606535,0.00376391817232172,350200.718371695,291.345123291016,"K"
"206",754,69,787.011031662209,0.0028388654811905,264549.141706602,174.984649658203,"K"
"209",774,109,979.299128051199,0.00181957912538414,92511.7719712218,175.217330932617,"K"
"210",785,74,842.248134303738,0.00197150167205358,148568.48039628,129.532592773438,"K"
"211",786,85,710.845463831285,0.00269782582992255,113206.888761196,203.968215942383,"K"
"212",787,82,778.972701188995,0.00258436097503341,86426.5670916975,188.40153503418,"K"
"215",805,63,3469.89023396326,0.00512718868858722,8229993.31493068,286.101898193359,"K"
"216",807,35,473.791017368862,0.00210918379889335,43391.4033813677,64.5409393310547,"K"
"217",808,94,1061.32562418187,0.0024972332964441,234976.354852501,209.059906005859,"K"
"219",828,85,865.192689603918,0.00303903157865058,175325.912635411,229.755584716797,"K"
"220",829,82,712.241810124095,0.00313325146612723,133587.941644754,228.417861938477,"K"
"223",866,81,846.494749469522,0.00182015858049846,225873.996591399,129.949417114258,"K"
"224",867,83,1551.77082723595,0.00469839733616426,1135398.1049681,346.7412109375,"K"
"226",877,102,757.164043351716,0.00249982951608413,106722.701065069,226.896057128906,"K"
"227",885,83,1678.86494850251,0.00372745602096363,371092.119586748,275.096984863281,"K"
"229",897,83,1483.55456074175,0.00459710171155867,1565200.75966129,320.839965820313,"K"
"231",904,91,773.445197136848,0.00315822578575333,167719.406124662,255.819534301758,"K"
"233",912,84,1624.09437143235,0.00637494007767885,642478.959297907,476.208251953125,"K"
"235",922,99,807.007991443981,0.00244366451391086,88812.1894539377,215.539016723633,"K"
"236",924,100,866.820127563477,0.00345355356782393,132550.637267109,307.729583740234,"K"
"237",926,88,982.288271817294,0.00288471286798942,168670.848680755,225.881118774414,"K"
"238",927,92,795.127932092418,0.00530604795766431,195805.836133712,436.180053710938,"K"
"239",931,73,1026.5976417228,0.0069662763764629,1055491.41220818,451.439483642578,"K"
"240",935,81,1131.1471919307,0.00348883568858582,201374.353735653,251.21159362793,"K"
"242",938,67,905.017651002799,0.00233426649312164,128290.072179786,138.661239624023,"K"
"243",939,70,926.078239658901,0.00200557774255487,114093.745224573,124.546943664551,"K"
"244",944,91,1542.7863743541,0.0057994892710697,2383635.11422814,451.418853759766,"K"
"246",952,97,974.872008333502,0.00168926234990371,320431.041105935,145.952529907227,"K"
"247",957,95,1219.04019253379,0.0060889689236919,1148160.91985993,515.113891601563,"K"
"248",958,90,536.379446326362,0.00464953169472885,275830.312866455,372.413543701172,"K"
"251",971,104,914.206428527832,0.00204401900237358,362257.165212678,189.484436035156,"K"
"254",1004,97,744.884641667002,0.00225574641384204,223156.626909531,194.897415161133,"K"
"255",1005,99,853.830041596384,0.00250831519387786,333192.408588437,221.234237670898,"K"
"256",1007,95,1464.67520751953,0.0079111887474589,445961.966667276,669.300231933594,"K"
"257",1008,80,2435.41899242401,0.0158697272784628,1592876.71461323,1128.37585449219,"K"
"258",1011,81,616.91103127562,0.0039847460877354,57736.6524541397,286.912994384766,"K"
"259",1012,75,677.059885050456,0.008952277089348,111748.4700478,596.17626953125,"K"
"261",1031,78,1528.75015160976,0.00717827209722033,3038191.28604775,497.468627929688,"K"
"263",1035,84,716.535432361421,0.00273125882050814,75866.0684675498,204.024780273438,"K"
"264",1036,86,776.201510229776,0.00418327466502567,124756.406354962,320.022918701172,"K"
"266",1042,153,1414.71563321781,0.0030156428032282,922487.419985213,412.563507080078,"K"
"267",1044,45,2387.26914096409,0.00721017106182196,811081.309785321,285.561431884766,"K"
"268",1049,78,1559.93539223304,0.0015674013039433,160973.880141544,95.9302139282227,"K"
"269",1051,103,779.825608633097,0.00240890128028981,87139.1104430712,221.14208984375,"K"
"270",1052,83,742.168937958867,0.0027463466077035,110111.736654247,202.685974121094,"K"
"271",1053,93,825.388568837156,0.00268268997688606,181471.34110238,222.126266479492,"K"
"272",1054,114,614.491848594264,0.00483345314891251,280529.80374946,491.566680908203,"K"
"274",1063,88,966.818543867632,0.00235697664685103,246983.222042979,184.553192138672,"K"
"276",1088,83,1658.2284314259,0.0120819093763868,516214.19841798,891.657348632813,"K"
"277",1089,85,1570.70663308536,0.00467167676972514,424786.144594954,353.195281982422,"K"
"280",1115,75,1132.31282735189,0.00329416382560708,271494.018514224,219.398864746094,"K"
"282",1129,156,1096.14909871419,0.00303965560489169,147995.434388518,424.034362792969,"K"
"283",1136,96,1354.42644627889,0.00323654877138324,172763.841513276,276.732360839844,"K"
"284",1137,100,1637.66511810303,0.0030865547743466,314538.446676358,275.016082763672,"K"
"288",1166,83,1222.61286999806,0.00180512042762286,69963.9752457498,133.219482421875,"K"
"290",1169,93,932.438888057586,0.00337825086171506,313551.038610938,279.725372314453,"K"
"291",1171,153,840.370975619049,0.00318424741358046,275421.390946755,435.597808837891,"K"
"294",1187,110,873.367719893022,0.00339283875067966,131253.228015818,332.846160888672,"K"
"295",1188,91,1532.74560412732,0.00196731607591371,129928.999119545,159.354751586914,"K"
"296",1189,101,873.332173262492,0.00424732967920136,95172.1934927509,382.265075683594,"K"
"297",1190,90,1690.99083421495,0.00286618849456185,397787.138511204,229.584243774414,"K"
"299",1204,49,712.140104021345,0.00150226063578884,62660.4364199912,64.9013214111328,"K"
"302",1239,85,795.492554788029,0.0042894277607307,122437.724285935,324.286163330078,"K"
"303",1240,84,720.883768717448,0.00349712801861566,69496.1468024988,261.2392578125,"K"
"304",1242,37,328.448504679912,0.00419940963714711,21235.3227021937,139.234375,"K"
"306",1303,86,939.868224654087,0.00228761682338636,242308.781830099,174.722763061523,"K"
"308",1305,103,878.697664427526,0.00185594500776371,63489.238992676,170.377517700195,"K"
"309",1309,132,936.806810783618,0.00169162239651871,37884.7216910103,199.447616577148,"K"
"310",1310,92,871.259467083475,0.00188869341170405,72815.0269046472,154.685897827148,"K"
"311",1311,91,853.254645379035,0.00174057482379592,56189.9871918451,140.993316650391,"K"
"312",1314,92,852.228999925696,0.00191559261644955,136069.417878384,157.439819335938,"K"
"313",1316,81,951.181481255426,0.00177164916458423,177682.682711358,127.562042236328,"K"
"314",1319,83,1446.90619705384,0.00354727726587997,274859.12569102,261.794769287109,"K"
"315",1321,78,1218.8485000806,0.00563865462839664,381293.944128355,390.785247802734,"K"
"316",1337,83,989.88342652838,0.0021921846061404,192005.126349927,161.787292480469,"K"
"317",1338,85,938.893083639706,0.00285418334212972,211931.134019259,215.77799987793,"K"
"318",1344,86,791.768088318581,0.00232130123066086,407535.004575126,177.583068847656,"K"
"321",1349,85,854.760342227712,0.0022303722876781,137732.209904092,168.620849609375,"K"
"322",1350,77,753.244308273514,0.00179941462326832,58126.4038797998,123.085021972656,"K"
"323",1373,90,1254.99390292698,0.00301957822400224,250558.428077721,241.871475219727,"K"
"324",1374,84,1190.90141659691,0.00222967867283655,213959.851679,166.56233215332,"K"
"325",1379,127,1100.76550533265,0.00296149477868485,224161.537791635,335.833587646484,"K"
"326",1380,123,958.498213295045,0.00246519010516884,114609.235804612,270.672180175781,"K"
"329",1394,113,1230.62856123933,0.00279526876459256,541445.009272724,281.805877685547,"K"
"330",1395,110,1367.5286188299,0.00298239579269398,264108.153308292,292.587127685547,"K"
"331",1398,89,1105.67840507593,0.00236513893651136,176788.970865574,187.323181152344,"K"
"332",1399,80,944.205300903321,0.00257453667125193,94521.584189921,183.054183959961,"K"
"333",1407,80,847.350032806397,0.00230708604131802,64248.5430849382,164.042938232422,"K"
"334",1408,92,967.009572236435,0.00311341379359134,146709.911071449,254.996871948242,"K"
"340",1451,132,988.191349145138,0.00547817473391778,169035.53485836,645.904235839844,"K"
"341",1452,88,838.863870100542,0.0032633719109427,138580.998331205,255.545135498047,"K"
"342",1456,85,1442.87171639835,0.00393340186513212,262938.703621596,297.370178222656,"K"
"343",1457,90,1480.87331085205,0.00419076198706759,585604.056700536,335.685882568359,"K"
"344",1468,81,845.357173213253,0.00251839470238338,186866.207050873,181.333526611328,"K"
"346",1475,40,1855.14775981903,0.0115036429040349,878669.657950452,403.816131591797,"K"
"347",1482,31,1138.53938022737,0.00930136644019512,339445.335178779,251.144744873047,"K"
"348",1483,96,1369.8132361571,0.00736420989606382,208472.936625443,629.708679199219,"K"
"349",1487,83,686.792206178229,0.00281603566513584,112096.805180642,207.838668823242,"K"
"350",1488,84,765.095421927316,0.00303582190844533,119009.417790035,226.782440185547,"K"
"353",1513,84,1386.66092936198,0.00512153647856854,214347.703663865,382.596466064453,"K"
"355",1519,82,991.097650295351,0.00267416057766151,46376.3805781597,194.956497192383,"K"
"356",1522,79,1068.93043382862,0.0022689302139229,124258.126642386,159.283050537109,"K"
"357",1524,100,1868.08902709961,0.00293018364409547,206191.19964797,261.106536865234,"K"
"358",1525,95,1581.35006232011,0.00432273568498823,188442.387402589,365.718872070313,"K"
"359",1527,103,706.056879950959,0.00482427585052838,84001.0863811717,442.902740478516,"K"
"360",1529,85,696.487224893009,0.00444747557741634,87680.486277971,336.252746582031,"K"
"361",1537,86,650.224848902503,0.00233278878218056,148775.841906142,178.460968017578,"K"
"362",1538,86,752.39932215491,0.00276680434985525,53818.1866643438,211.665481567383,"K"
"363",1544,127,794.005198561301,0.00158019160199541,22953.7076320613,179.204971313477,"K"
"364",1545,127,714.329721045306,0.0016706989848437,36482.4217117243,189.467071533203,"K"
"365",1548,77,1020.5667264864,0.00425542622854534,98952.73298701,294.476196289063,"K"
"366",1551,40,729.238454055786,0.00387935481856589,15380.867796071,136.163223266602,"K"
"367",1552,84,971.620182945615,0.00338109923457918,109746.757038208,252.618957519531,"K"
"368",1553,87,1015.73091914736,0.00234427247033996,108008.407836263,181.500381469727,"K"
"369",1555,84,1392.94191560291,0.00256866726029176,127798.970632092,191.892318725586,"K"
"370",1556,84,1345.45278858003,0.00208733934195185,204666.664757721,155.931243896484,"K"
"372",1576,117,989.906345986913,0.00259063741277792,113615.033424662,270.63525390625,"K"
"373",1579,88,1152.80854797363,0.00368742020359134,161563.007888659,288.725494384766,"K"
"374",1580,78,899.916188949194,0.00288816036368484,236880.537947885,200.14875793457,"K"
"375",1584,75,921.368139444987,0.00342830452309745,91705.5403207459,228.32487487793,"K"
"376",1585,77,791.979541729023,0.00458650549970978,115058.866954095,313.710601806641,"K"
"377",1587,80,624.006119155884,0.0046983325867851,109326.337101334,334.050537109375,"K"
"378",1588,84,773.713008698963,0.00273211827766044,88412.436182946,204.087524414063,"K"
"379",1591,70,837.562339128767,0.0027539013191953,135586.774679164,171.016159057617,"K"
"380",1603,70,930.106791033064,0.00274353074137648,130596.308183157,170.374008178711,"K"
"381",1604,86,1098.9321253577,0.00192993844872998,102319.201701726,147.640274047852,"K"
"382",1605,85,962.565945973116,0.00187187337126358,88478.4686153979,141.514495849609,"K"
"383",1609,77,1095.05500080059,0.00298035712387298,241164.284733268,205.971649169922,"K"
"387",1616,97,927.370167840388,0.00305897655456041,103361.578027248,264.296966552734,"K"
"388",1617,119,1451.83436558828,0.00397512787507583,978115.870440732,422.149566650391,"K"
"390",1631,78,878.696561373197,0.00281843584856357,115790.900323758,195.317398071289,"K"
"392",1641,79,1541.13609680949,0.00515769387642743,677970.696212477,362.071716308594,"K"
"394",1646,86,775.009991313136,0.00300239445675877,23273.7335152481,229.678909301758,"K"
"395",1647,81,667.519181804893,0.00311224508495798,74761.300200466,224.080993652344,"K"
"396",1648,80,1176.32823257446,0.00261892665905548,42714.4760814172,186.207748413086,"K"
"397",1649,91,1191.21588193453,0.00414124569765085,338685.194706646,335.437377929688,"K"
"398",1651,77,1430.5498847466,0.00490069233312265,489863.953657886,335.206451416016,"K"
"399",1654,93,921.684962611045,0.00297922752376863,184148.637173825,246.679412841797,"K"
"400",1655,93,1057.92849452521,0.00262812854017956,172247.014512512,217.611557006836,"K"
"401",1656,68,783.967320161707,0.00242647120934119,102031.738019934,146.316680908203,"K"
"402",1657,69,784.455282460089,0.002427868782594,128608.800306171,148.586120605469,"K"
"404",1676,81,1124.88237922574,0.00319296303823648,148035.959010286,229.892974853516,"K"
"405",1677,79,1107.433468203,0.00432573309211502,172557.912956361,303.664184570313,"K"
"406",1687,86,1004.38738153147,0.00228330814348095,127423.837828458,174.673141479492,"K"
"407",1690,40,934.348909759522,0.0039022730972647,66907.1960855616,140.298675537109,"K"
"409",1702,97,1201.54656101502,0.0064946866241371,221764.619829096,561.136657714844,"K"
"410",1703,94,1401.60972530284,0.00379882338525657,144967.15964552,317.928588867188,"K"
"411",1704,48,1524.64911142985,0.00643226898435077,953190.59882188,272.091918945313,"K"
"412",1705,118,479.713918330306,0.00188468161339296,8985.31604913745,198.462371826172,"K"
"413",1706,118,327.577848790056,0.00211174376174593,40419.4725599139,222.369140625,"K"
"414",1707,102,894.305181765089,0.0025634071196079,321400.519806772,233.025756835938,"K"
"416",1721,117,2245.36897812542,0.00419420840927191,1598129.59805761,437.860198974609,"K"
"419",1747,100,1040.32103378296,0.00289004196394782,159201.739695556,257.516235351563,"K"
"420",1748,88,988.638720078902,0.00255209772249459,199270.183182803,199.828994750977,"K"
"423",1761,85,1089.74837763169,0.00525614027165353,833090.766092877,397.3720703125,"K"
"424",1762,103,1597.79134272603,0.00456559486509136,566065.598712803,419.131530761719,"K"
"425",1774,83,732.910857418934,0.0030174045443745,115540.09260747,222.682678222656,"K"
"426",1775,89,621.098270887739,0.00272772559467491,99108.1180621374,216.029968261719,"K"
"429",1793,112,699.427780219487,0.00243934464634623,100312.916956065,243.690673828125,"K"
"430",1794,109,792.405876999602,0.00254271527902111,149386.306697449,247.156860351563,"K"
"434",1817,95,1344.68147293894,0.00734357230001169,119191.378015652,621.273010253906,"K"
"435",1818,102,1392.23812716615,0.00441936343749248,156035.437571659,401.728607177734,"K"
"436",1821,80,1886.94016399384,0.00512447900211002,377365.170440488,364.354553222656,"K"
"437",1822,110,1126.36288202459,0.00373584852172617,633277.064717397,366.480590820313,"K"
"438",1827,34,1765.12812221751,0.00933304066454772,5331924.0671717,269.318176269531,"K"
"439",1841,78,1068.05993026342,0.00202983462568463,79639.854686315,141.558151245117,"K"
"440",1842,82,1001.65716850467,0.0023069006860124,151928.17058852,168.177429199219,"K"
"442",1862,108,849.927174462213,0.00289000820713422,210221.696301816,278.322052001953,"K"
"443",1865,98,939.06149354273,0.00232993388808328,202346.378624652,203.402908325195,"K"
"444",1866,86,750.419385155966,0.00369008620824281,223021.976116064,282.291870117188,"K"
"447",1884,89,702.922492295169,0.00216568572109695,121519.390760896,171.523468017578,"K"
"448",1885,68,487.152088165283,0.00301120597404365,151836.388798915,181.578491210938,"K"
"449",1891,106,1464.88490367386,0.00927793750916386,382964.117576077,876.711730957031,"K"
"450",1892,83,1506.94654965688,0.00895937808105018,767784.440109091,661.204345703125,"K"
"451",1897,78,755.9491404998,0.00348919579118956,81470.6394395404,241.81526184082,"K"
"453",1899,91,731.376444051554,0.00203375649790461,80816.170821429,164.738418579102,"K"
"454",1900,76,860.669592606394,0.0022790245047266,129273.487780978,153.83430480957,"K"
"455",1901,80,1045.51338424683,0.00275716110779366,177898.046021138,196.035339355469,"K"
"459",1920,97,1109.87954082686,0.00362304569398475,216684.369630646,313.038604736328,"K"
"461",1923,75,1666.79271484375,0.00518541353812907,926658.173610323,345.353179931641,"K"
"462",1924,27,1540.5903789379,0.00477721764652345,578370.578913292,111.786796569824,"K"
"463",1925,90,723.204840426975,0.00249504508958146,68284.0175138224,199.852951049805,"K"
"464",1926,85,766.107352043601,0.0033015765499537,95994.3580027176,249.609756469727,"K"
"465",1927,83,754.785367666957,0.00273842055587632,75171.0576575979,202.095962524414,"K"
