"","Tracking.ID","Duration","Mean.Intensity","Speed","Int.var","Track.Length","type"
"1426",1504,95,1979.94543055484,0.00364097095920675,1040474.66494465,308.031982421875,"B"
"1429",1507,79,1189.25654466846,0.00552130998328674,187413.1445601,391.933868408203,"B"
"1430",1508,47,3346.43195748837,0.00327817619583347,233734.995334267,158.032760620117,"B"
"1437",1515,90,653.503863186306,0.00350532970937974,53194.406119811,280.778625488281,"B"
"1438",1516,89,758.279425460301,0.00233791546849137,82514.5194195242,185.165283203125,"B"
"1441",1519,32,1181.40727043152,0.0040331048019711,30706.3888447421,126.43098449707,"B"
"1446",1524,41,2581.63034727515,0.0044252427534957,92572.8298131904,173.932495117188,"B"
"1447",1525,31,1077.88909321447,0.0028594160345771,81235.7974569504,85.0610580444336,"B"
"1448",1526,28,1712.36138916016,0.00337884845039635,1385883.20354129,85.3442001342773,"B"
"1453",1532,24,1676.82893371582,0.00356329459464178,131121.280358599,73.7633514404297,"B"
"1456",1535,61,1066.69334636751,0.00263756894758747,60844.1601749477,148.071014404297,"B"
"1469",1548,63,992.17224217975,0.00181275623347779,86837.9236980886,101.153503417969,"B"
"1470",1549,80,887.322232818604,0.00206365595497832,18705.384137883,146.731369018555,"B"
"1473",1552,45,1291.01859266493,0.0048411357618699,166398.299016355,195.416580200195,"B"
"1474",1553,76,1405.55894309596,0.00483172090908435,153312.060811313,326.147552490234,"B"
"1484",1564,91,1514.19583498777,0.00411456186880564,445392.576087717,343.248352050781,"B"
"1485",1565,115,1432.2400586999,0.00296689174717214,497825.227748903,311.034912109375,"B"
"1487",1567,96,743.664946715037,0.00260074120979928,91536.9374064925,222.379241943359,"B"
"1489",1569,61,801.700390424885,0.0039204022391156,66979.9101231828,223.763046264648,"B"
"1496",1578,93,1291.99344823694,0.00220624705853761,109370.363607973,182.687576293945,"B"
"1507",1589,63,1217.82785470145,0.00448894272466855,168413.41571268,252.288818359375,"B"
"1508",1590,33,1453.08854351622,0.00695852597164048,437261.799486365,205.53564453125,"B"
"1510",1592,100,1001.51131408691,0.00254753741951344,10631.8956112493,226.986267089844,"B"
"1517",1601,67,1265.80142712949,0.0030016159792219,157591.307611893,227.490417480469,"B"
"1520",1604,39,1434.18224158654,0.00302386948360914,346928.196603376,103.422454833984,"B"
"1527",1611,87,933.86301816743,0.00203885424572184,5718.39350643035,157.811157226563,"B"
"1529",1613,78,1114.93958302033,0.00352677771203256,458312.540636596,284.203826904297,"B"
"1535",1620,38,1264.95440834447,0.00327589593369929,189627.396806129,121.309638977051,"B"
"1540",1625,39,387.075522398338,0.00359762485114564,22524.0444299447,125.907119750977,"B"
"1541",1626,103,1160.44938941141,0.00216380648035898,132687.501773009,198.642913818359,"B"
"1554",1640,68,903.681785134709,0.00475373135535602,17256.2848329724,297.465209960938,"B"
"1560",1646,80,1756.35033798218,0.00389994229205709,193729.047266957,277.300811767578,"B"
"1565",1651,84,2041.99957420713,0.00321254744271591,229856.099330288,273.591857910156,"B"
"1566",1652,100,2117.33421142578,0.00315133619534952,218163.159773274,286.295745849609,"B"
"1567",1653,55,1351.13623046875,0.0034308354437666,97770.5873230105,191.219161987305,"B"
"1587",1674,70,723.679277256557,0.00421017808527551,112936.649114512,283.684600830078,"B"
"1602",1689,106,758.449065586306,0.00335394762625496,142509.077668176,319.750091552734,"B"
"1603",1690,31,2570.06821761593,0.00436317228692739,431198.421219621,124.507514953613,"B"
"1604",1691,79,2031.4757620896,0.00459006895275357,530414.034938206,348.605590820313,"B"
"1616",1703,73,1624.01352472175,0.00497102961869839,96203.5062998194,346.597076416016,"B"
"1618",1705,25,721.654118652344,0.00284647048586824,11480.0668358941,80.6967544555664,"B"
"1620",1708,108,1553.78762591327,0.00321930531623434,451241.950087579,311.393524169922,"B"
"1621",1710,106,1712.0856634176,0.00350677267165988,151429.685149176,331.702911376953,"B"
"1632",1723,92,2532.67285952361,0.00308880416224173,199919.156682501,252.973068237305,"B"
"1633",1724,86,1906.22397063499,0.00309142503949047,129678.450152719,236.494018554688,"B"
"1639",1730,52,955.691176194411,0.00297958691497151,134901.44720622,137.814010620117,"B"
"1653",1744,51,926.388388241039,0.00252061337989289,170639.935439232,113.427604675293,"B"
"1661",1752,88,753.77733334628,0.00269574031063848,68075.876381024,212.950729370117,"B"
"1663",1754,85,760.423823098576,0.00224912394350256,114757.745050608,191.031600952148,"B"
"1674",1765,77,1755.46868341619,0.0043533778332762,169957.448538347,301.2177734375,"B"
"1683",1774,54,1247.72044994213,0.00479637681537325,85208.6567229157,271.215057373047,"B"
"1688",1780,69,854.204227171083,0.00286114013686208,99705.7391805585,199.863616943359,"B"
"1697",1789,64,1303.8241930008,0.00516568165432314,46455.7121788497,299.118377685547,"B"
"1700",1792,97,1018.85478289103,0.00254739743286336,114189.272515489,237.355422973633,"B"
"1701",1793,86,1034.95675801122,0.0025094145350843,126684.02147545,196.161865234375,"B"
"1703",1795,85,919.223701746324,0.00198350615149442,12957.0755953664,154.762176513672,"B"
"1704",1796,75,1620.85507161458,0.00222432238484003,46569.1238253596,161.323226928711,"B"
"1705",1797,65,1420.33226787861,0.00214290855956278,52730.4112890939,123.431533813477,"B"
"1706",1799,48,2024.66512171428,0.00707512323130319,304734.777857044,308.52685546875,"B"
"1710",1803,33,755.834247011127,0.00260119100039446,4475.62215561967,77.6268463134766,"B"
"1711",1804,60,1735.1774597168,0.00265538579882004,75705.1628201274,148.617904663086,"B"
"1716",1809,89,994.496156156733,0.00212783089537797,187704.392424379,179.154891967773,"B"
"1718",1811,27,1269.61639630353,0.00276552543912728,95770.2379141962,64.7132949829102,"B"
"1733",1826,82,843.282227306831,0.00259337264117081,75817.7045728721,202.663757324219,"B"
"1734",1827,75,701.863823242188,0.00216745934881761,78437.1569578742,152.63298034668,"B"
"1748",1842,59,2190.198509087,0.00629207019690135,480077.848095476,340.821807861328,"B"
"1749",1843,55,2086.57629394531,0.00810120608474352,426496.657803967,403.251037597656,"B"
"1755",1849,72,1107.28037431505,0.00456151089214549,318657.062928016,328.043182373047,"B"
"1756",1850,26,1269.4294903095,0.00504980364115909,135505.279370179,129.038650512695,"B"
"1764",1858,41,1789.95193704745,0.00347393518459285,1191182.8939727,125.061668395996,"B"
"1765",1861,66,2261.74118689335,0.00280244997702539,2379524.50430519,173.31950378418,"B"
"1768",1864,37,2441.12392116238,0.00228286726430977,236878.089040555,73.9648971557617,"B"
"1771",1867,24,1123.32258605957,0.00197293498280013,5158.80320243327,42.058708190918,"B"
"1784",1880,88,1442.0258733576,0.00357229091998474,93024.5246793783,366.539276123047,"B"
"1785",1881,90,1154.431052653,0.0021759513100927,148208.62882497,175.428726196289,"B"
"1787",1883,61,1115.83126781026,0.00360401097956734,25954.3861698131,198.762771606445,"B"
"1790",1886,83,988.921827201384,0.00229142856373872,244483.3306155,181.918960571289,"B"
"1793",1889,104,952.152885437012,0.00193319234556803,174615.51523128,188.594360351563,"B"
"1795",1891,90,933.556147596571,0.00237187904770436,137081.664417333,196.006454467773,"B"
"1796",1892,90,946.513736979167,0.00210953345067741,128386.671415264,170.386444091797,"B"
"1824",1920,45,950.573162163629,0.00224952373570308,13876.7970240275,96.7140426635742,"B"
"1832",1930,77,2151.95066139915,0.00409442060136873,598048.999703727,297.393737792969,"B"
"1833",1931,44,3032.28197687323,0.00503465008846116,741698.87094368,194.840957641602,"B"
"1842",1940,31,791.920420985068,0.00474230477508778,147049.729867984,147.245559692383,"B"
"1852",1950,107,869.419040002556,0.00294827911843726,85152.1880635391,296.650054931641,"B"
"1853",1951,28,2472.44069998605,0.0030531499888403,214871.509585018,74.1915435791016,"B"
"1856",1955,67,878.923687835238,0.00218988870002442,45807.2851533863,140.566879272461,"B"
"1864",1967,84,1226.84226989746,0.00308647293440369,99584.1712084963,230.994064331055,"B"
"1865",1968,25,1264.91711181641,0.00572999466385227,373888.853794297,123.767883300781,"B"
"1870",1973,86,824.097127515217,0.00309476543128874,38559.9132967458,236.749557495117,"B"
"1871",1976,40,1456.99540100098,0.00506163893404823,10860.1572324613,178.517013549805,"B"
"1872",1977,60,1603.04601033529,0.00322051053981186,8265.57433899047,172.953247070313,"B"
"1883",1988,30,1101.50739135742,0.00770472920527842,723189.050267384,227.771087646484,"B"
"1887",1992,85,1529.31871840533,0.00472778866657921,663510.442224437,360.758422851563,"B"
"1888",1993,36,1430.17694769965,0.00435007992865784,371253.502248049,137.02751159668,"B"
"1889",1994,92,828.460513571035,0.00241951988853264,47885.1044096975,233.567108154297,"B"
"1891",1996,73,786.469144638271,0.00235522368732038,87099.8368724492,157.901519775391,"B"
"1898",2003,98,626.113586114377,0.00199909732897872,7559.56223824456,177.718231201172,"B"
"1902",2007,79,763.848033277295,0.00342793098034469,85099.6610265819,245.27262878418,"B"
"1903",2008,77,731.997773405794,0.00198211534294196,49830.9427417031,137.082626342773,"B"
"1907",2013,57,835.992311711897,0.00493433723841008,61795.8222002964,288.566070556641,"B"
"1919",2025,64,1949.37616539002,0.00308217656995458,127064.827716931,174.759414672852,"B"
"1921",2027,46,1497.18998651919,0.00351214798671814,103528.771147837,158.428024291992,"B"
"1922",2028,44,1275.68195828525,0.00355485227462554,98103.2192478784,175.191314697266,"B"
"1947",2053,93,939.636182559434,0.00184991983484867,117453.017724167,158.938583374023,"B"
"1948",2054,83,767.425555493458,0.00220742307158993,67895.1083960577,165.684417724609,"B"
"1964",2072,79,1178.76626857323,0.00330916974650254,176875.220863578,289.4609375,"B"
"1966",2074,82,2074.68795701934,0.00351712139421085,216580.491981873,256.398162841797,"B"
"1967",2075,87,2241.82247468795,0.00435921521014723,142156.19058683,341.451843261719,"B"
"1969",2077,84,911.593568347749,0.00255403597786579,38776.9785494155,196.098037719727,"B"
"1970",2078,83,753.352458907897,0.00240158436476699,19646.9084872482,177.236923217773,"B"
"1971",2080,99,899.455339528094,0.00176669177848713,29033.0476874021,157.603103637695,"B"
"1972",2081,102,836.090367335899,0.00189620354037045,83495.8571372715,172.364898681641,"B"
"1974",2085,93,1140.88501895371,0.00245376040149257,13240.9414343714,221.369140625,"B"
"1975",2086,77,1074.22230906301,0.00347921529512525,135119.187742382,269.209808349609,"B"
"1976",2087,68,965.554152544807,0.00217794104906689,278679.25676425,132.940551757813,"B"
"1987",2101,70,1188.72548217774,0.0063645959961687,22063.2663964403,409.922607421875,"B"
"1988",2103,30,1825.40647786458,0.00491055739332986,1005763.68036128,149.716217041016,"B"
"1992",2107,98,855.326856340681,0.00211136676342594,83483.0042518467,184.322311401367,"B"
"1993",2108,94,814.175936435132,0.00189728884812525,104652.757297655,158.803070068359,"B"
"1995",2110,65,1705.36044734075,0.00220960266142356,372776.468815013,145.739822387695,"B"
"2006",2121,72,897.657953898112,0.00215421014868746,196276.782418822,137.654022216797,"B"
"2020",2136,77,924.844441995992,0.00215244719947805,134312.946550989,148.107559204102,"B"
"2021",2137,72,977.449509514703,0.00169957558426458,46933.3989356664,118.366195678711,"B"
"2022",2138,96,1021.69643497467,0.0020673004483749,72841.9007558545,184.90998840332,"B"
"2027",2143,97,929.138002375967,0.00146840092277974,3288.68710580357,127.386505126953,"B"
"2028",2144,97,1100.2021150884,0.00149594388343151,120256.1321567,129.249557495117,"B"
"2035",2151,59,754.24496097888,0.00234890690450717,297049.370725222,143.102478027344,"B"
"2036",2152,94,673.690269307888,0.00240900529337601,67065.8559102944,202.823211669922,"B"
"2046",2163,27,1721.53271484375,0.009024762633579,384247.405695724,211.179443359375,"B"
"2051",2168,92,952.212867405104,0.00391250560866096,13038.5088843017,326.522674560547,"B"
"2055",2172,66,883.377603241892,0.00253126324790243,31507.066344171,156.547729492188,"B"
"2063",2180,83,1493.49580401685,0.00321762710536415,276547.531744612,266.764770507813,"B"
"2067",2184,78,1266.95286364433,0.00202353950816678,299064.046078716,141.687225341797,"B"
"2068",2185,75,1314.41390625,0.00259957935604443,512570.370003872,175.517456054688,"B"
"2072",2189,87,900.29827600238,0.00195085128050482,47924.4326200292,150.995895385742,"B"
"2076",2194,95,1241.87945877878,0.00632837431336892,133931.324066753,543.443786621094,"B"
"2077",2195,72,1378.76325141059,0.00582012778285786,257461.895425893,371.906158447266,"B"
"2080",2198,76,1087.40877091257,0.00245886845824619,32800.7105172109,184.424560546875,"B"
"2093",2211,43,966.735998819041,0.00277907630134862,17190.8698685791,106.541282653809,"B"
"2100",2218,80,875.763524627686,0.00189221683757739,123369.546441199,142.093383789063,"B"
"2102",2220,87,2878.3738045528,0.00229115993935794,810113.09018599,191.253311157227,"B"
"2111",2230,70,1322.16050676618,0.00226500179902043,52283.5932305572,141.945770263672,"B"
"2114",2233,70,582.492967442104,0.00336882401809461,7489.42574136367,229.192520141602,"B"
"2118",2237,82,732.037848495856,0.00204292279729234,117993.983197297,148.929077148438,"B"
"2120",2239,92,868.966952116593,0.00232694896416493,85789.4681540274,191.396194458008,"B"
"2121",2240,86,792.461801218432,0.0016111698364565,11864.5091837138,123.254493713379,"B"
"2128",2247,87,1071.66989030509,0.0024550748495913,243021.790532511,193.03547668457,"B"
"2129",2248,76,1199.5603958933,0.00331950742285699,202302.886851745,227.946624755859,"B"
"2132",2251,40,1531.50225219727,0.00494733304143525,60383.7713214694,204.966461181641,"B"
"2133",2252,82,1353.37492407822,0.0019475337857004,9281.45114299382,149.594116210938,"B"
"2136",2255,77,1022.5987818334,0.00172993567129628,141913.238191921,118.711982727051,"B"
"2139",2258,76,462.078132227848,0.00318202219389301,122676.045825494,230.538558959961,"B"
"2145",2264,89,581.681663598907,0.00157653685958146,1864.7728342836,129.215057373047,"B"
"2146",2265,62,1409.9728452621,0.00278302748901311,241133.941112867,186.175888061523,"B"
"2147",2266,57,1203.99320154023,0.002801104939603,35958.2804040825,141.175689697266,"B"
"2150",2269,83,1074.93871702631,0.00193031831236667,83705.8178957558,142.457489013672,"B"
"2151",2270,92,1239.41860364831,0.0021015223872702,199164.640721536,172.114685058594,"B"
"2153",2272,78,902.781170184796,0.00265309218522887,72795.6433225322,195.141067504883,"B"
"2175",2295,90,561.947740003798,0.00446936366242472,5683.66767647137,360.959259033203,"B"
"2183",2303,55,1211.62359619141,0.00430581394579753,32611.4642674724,228.860702514648,"B"
"2190",2310,74,1385.49367873733,0.00352185847012849,58562.7515719028,248.292343139648,"B"
"2191",2311,90,983.036503770617,0.00240124791718004,135938.600467971,192.339965820313,"B"
"2192",2312,90,1036.27978244358,0.00258127180908498,154028.657275518,206.759872436523,"B"
"2206",2326,41,673.138023562548,0.0057712165367775,10333.9645744075,221.185485839844,"B"
"2211",2332,75,1276.07184651693,0.0030875801654671,45682.2910123215,208.030746459961,"B"
"2213",2334,33,2733.49011970289,0.00659827770778066,932512.446704052,228.63053894043,"B"
"2220",2341,88,659.280171481046,0.00177901208931955,2030.27529686833,139.296646118164,"B"
"2221",2342,85,738.803011546416,0.00237304997877107,9225.44588239123,183.998336791992,"B"
"2225",2346,79,700.446486074713,0.00324329296656801,14427.6763310882,249.459533691406,"B"
"2227",2348,88,1060.59518363259,0.00193439881135335,114472.59481498,151.463424682617,"B"
"2228",2349,86,1082.30906003021,0.00399924100390362,71509.817830876,311.81640625,"B"
"2230",2351,87,937.325626066362,0.00306472713351087,12192.1103310129,244.870010375977,"B"
"2257",2378,85,1124.106202608,0.00204276312468296,173652.140058657,158.980499267578,"B"
"2258",2379,79,1119.86744400218,0.00166224074648478,188948.506841107,119.689231872559,"B"
"2259",2380,86,982.019525572312,0.00218028443084811,12649.7308159146,169.350143432617,"B"
"2261",2382,85,617.724279426126,0.00290095085334282,2270.06662966294,225.957305908203,"B"
"2268",2389,66,2236.24734589548,0.00404804960954397,157357.05890588,236.810897827148,"B"
"2269",2390,24,5551.10921223958,0.00373181143937551,858592.299159872,102.722305297852,"B"
"2271",2392,31,665.525831653226,0.00349071921082214,24326.3672488851,136.895736694336,"B"
"2272",2393,54,530.130991052699,0.00514970838865441,267207.929651776,251.528259277344,"B"
"2274",2395,46,1665.02043350883,0.00215882129333396,434220.779100438,95.0844268798828,"B"
"2281",2402,84,1886.37345377604,0.0035221497030334,134969.314066985,265.030059814453,"B"
"2284",2405,38,2561.93754497328,0.00414152272246979,671464.404904253,142.513092041016,"B"
"2294",2416,41,1654.61177174638,0.00522061252049752,645317.578318121,198.668304443359,"B"
"2302",2424,53,1355.54293880823,0.00251552130290433,185013.242698683,133.008529663086,"B"
"2316",2438,76,1767.70342495567,0.00425008419939937,562072.791954313,286.880676269531,"B"
"2317",2439,70,1897.48036237444,0.00406924049383488,658853.845402234,252.699829101563,"B"
"2326",2450,83,1343.00525196489,0.00343083936001299,217081.119675119,253.195938110352,"B"
"2328",2452,59,2220.24104955641,0.00414051749098219,342632.153708873,278.110931396484,"B"
"2330",2454,83,3248.44585078596,0.00270758883876935,129472.573495944,199.820053100586,"B"
"2331",2455,78,2989.64270645533,0.00329040017889135,223239.125743613,228.604888916016,"B"
"2336",2460,74,2160.42598250106,0.00245246073878562,822903.67770143,173.221328735352,"B"
"2338",2462,71,2129.38461862484,0.00440586274240299,460168.042054944,277.569366455078,"B"
"2339",2463,83,2633.77282641308,0.00628444739005517,1411765.4975374,463.792205810547,"B"
"2348",2472,80,984.08215713501,0.00216621126001664,87728.7926420337,157.456954956055,"B"
"2350",2474,76,922.342651367188,0.00294518478874428,48711.4329069598,217.858200073242,"B"
"2354",2478,76,2060.85040443822,0.00442868275664902,149904.17607906,298.936096191406,"B"
"2355",2479,72,1019.93908394708,0.0032803026945363,44212.5180103399,222.482559204102,"B"
"2356",2480,73,1962.03222990689,0.00544474822971905,155759.43348475,357.752593994141,"B"
"2359",2483,82,1060.21193043779,0.0020176606255664,51237.3937632197,147.087463378906,"B"
"2360",2484,82,982.827866717083,0.00178653772928993,42477.3921323969,130.23860168457,"B"
"2367",2491,81,1420.70362684462,0.00244008264876356,133129.266571265,176.2919921875,"B"
"2372",2496,70,1133.64174804688,0.0025185922121096,85989.2227702177,159.132736206055,"B"
"2377",2501,50,636.652413330078,0.00509697811161904,14447.629768238,276.092498779297,"B"
"2378",2502,77,642.703280758548,0.00551477696985545,11690.7958897982,395.043121337891,"B"
"2379",2503,73,594.307434918129,0.00222296826218048,2136.44338533771,147.679092407227,"B"
"2386",2510,81,1064.54993655358,0.00352677511727961,85434.9885438779,253.927810668945,"B"
"2387",2511,81,1164.09597439236,0.00276909188069112,41005.8434638351,199.374618530273,"B"
"2391",2515,25,1130.42916015625,0.00326475870679133,97938.7048510736,77.1460723876953,"B"
"2396",2520,65,1429.77033691406,0.00334517558076186,20868.3007264095,218.700241088867,"B"
"2397",2521,42,868.205352783203,0.00254175083664893,8421.48214153644,94.4062728881836,"B"
"2401",2525,37,1783.37666609481,0.00399698339444714,265053.763958939,143.132171630859,"B"
"2404",2528,50,667.173057861328,0.00647359595714821,13901.3990599139,285.485595703125,"B"
"2407",2531,32,380.221934318543,0.00551447635629185,4131.12382861742,153.853897094727,"B"
"2440",2569,79,969.673668197439,0.00202066230942877,38292.7339101526,141.850494384766,"B"
"2441",2570,79,1139.96926763993,0.0019896172215783,75004.4270657256,139.671127319336,"B"
"2447",2576,74,708.621297887854,0.00165872963257804,75029.7851082907,122.09391784668,"B"
"2448",2577,77,2578.15936675629,0.00338933150334541,881338.532397199,234.379867553711,"B"
"2450",2579,66,1681.25039210464,0.00403475233335764,86976.1994365993,270.619720458984,"B"
"2470",2600,76,829.706781487716,0.00206987217553736,52627.0855126738,143.761764526367,"B"
"2471",2601,77,869.468573235846,0.00231064456793798,42645.8704823016,158.048080444336,"B"
"2477",2607,30,945.378051757813,0.00369047099756526,5643.18471911016,106.627380371094,"B"
"2478",2608,28,763.041809082032,0.003420833371045,6815.29646601759,95.3640060424805,"B"
"2480",2611,75,870.866568196615,0.00332371615277717,7543.7436020657,229.169799804688,"B"
"2481",2612,75,1142.41345865886,0.00431442034833536,165954.343298799,298.768402099609,"B"
"2483",2614,76,849.776441875257,0.00351175638070951,25372.8518084621,238.300140380859,"B"
"2509",2640,48,736.557568868001,0.00551254451931256,18528.9755410784,242.45637512207,"B"
"2513",2644,38,2286.46516177529,0.0065353815742718,408872.065607779,300.808502197266,"B"
"2514",2645,47,566.787841147565,0.00268039493201523,64592.8680480756,134.895950317383,"B"
"2515",2646,27,777.621523256655,0.00439428962664141,8433.98940708216,118.256713867188,"B"
"2517",2648,74,1510.49622076911,0.00296175848949407,389652.151271762,197.523132324219,"B"
"2522",2653,63,1231.93770926339,0.00386798086260716,97401.2774501275,231.958831787109,"B"
"2523",2654,61,1255.13741314998,0.00470286400717062,160895.855246473,276.767242431641,"B"
"2526",2657,59,1244.82742697506,0.00240699972235203,319204.109158515,125.254455566406,"B"
"2527",2658,75,821.588620605469,0.0019987650401261,32594.742898488,133.117752075195,"B"
"2528",2659,75,687.144828287761,0.0022991105447668,34774.6940180108,153.120758056641,"B"
"2530",2661,75,980.900418294271,0.00187744375619553,33258.2760944111,125.037757873535,"B"
"2531",2662,69,1241.86540155826,0.00223209408539012,47936.1506624441,139.886199951172,"B"
"2532",2663,45,1645.40214029948,0.00300832870231137,785961.244189805,138.125366210938,"B"
"2537",2668,73,947.237054694189,0.00251532224125286,25096.6907496103,167.944763183594,"B"
"2544",2675,67,1131.32510148234,0.00374713886853759,204341.154965911,226.15690612793,"B"
"2562",2693,67,737.028299360133,0.00317930524188066,10769.7520908415,203.422714233398,"B"
"2570",2701,31,2808.54846585182,0.0052146113011986,499498.205343272,149.650329589844,"B"
"2573",2704,71,1407.97776858907,0.00314249241117588,17053.4937578983,199.490859985352,"B"
"2574",2705,73,899.088980060734,0.00298424141065981,29983.1695464689,193.378845214844,"B"
"2575",2706,70,963.124841308594,0.00336005152759912,50519.5453802873,214.674819946289,"B"
"2579",2710,69,398.065706557122,0.00555632800173686,2224.74701587673,344.505706787109,"B"
"2589",2721,63,1306.96697707403,0.00406878274929289,105245.655994275,233.249893188477,"B"
"2596",2728,71,1353.75210442342,0.00245341441228187,24402.7977883949,155.471557617188,"B"
"2601",2733,66,2709.9795217803,0.0096042051893444,368484.478036932,569.837219238281,"B"
"2602",2734,44,1252.70241477273,0.00312791121913781,7721.32185003395,127.169937133789,"B"
"2605",2737,71,669.781206587671,0.00197288315976039,47698.8826551055,127.113578796387,"B"
"2617",2749,71,992.260605503137,0.00268457012966142,47563.6003846487,169.127914428711,"B"
"2618",2750,63,950.498213026259,0.00286602749885435,31968.6852630781,181.866729736328,"B"
"2619",2751,67,870.59134138876,0.0022736487420237,7896.09129259107,154.214141845703,"B"
"2620",2752,29,831.995919063174,0.00227483783029519,2513.41184309755,57.3259124755859,"B"
"2623",2755,71,931.969106647331,0.00233697644705119,59229.7864740612,147.229522705078,"B"
"2625",2757,71,822.794031277509,0.00243445462193839,66043.7634544932,153.370635986328,"B"
"2632",2764,66,478.406460848722,0.00200743059551594,5582.99442022881,120.884994506836,"B"
"2644",2776,40,1254.6084564209,0.00306945100638609,55715.9108646368,117.411239624023,"B"
"2664",2796,43,1446.18795847338,0.00694194746514162,233224.130657915,270.819122314453,"B"
"2666",2798,67,945.323347860308,0.00264720107467535,26344.0675064647,164.969284057617,"B"
"2668",2800,44,1150.35320628773,0.00376783164629583,160203.127958797,154.805282592773,"B"
"2671",2803,60,356.080733235677,0.00611320876746272,1514.51693877759,342.710998535156,"B"
"2682",2816,67,1126.58459563754,0.00316877026544358,54584.0955055227,189.090637207031,"B"
"2683",2817,64,1153.09497737885,0.00321649605803753,74379.4900325423,187.889862060547,"B"
"2684",2818,35,1328.9459891183,0.00253158191609306,35856.1895258603,87.9253234863281,"B"
"2685",2819,53,1136.17709753648,0.00418687581818981,35443.7768863799,226.570388793945,"B"
"2692",2826,66,861.103302001953,0.00268052790622907,36800.2928526601,163.961883544922,"B"
"2699",2833,39,402.152614495693,0.00538387269817146,1704.03250420609,185.674819946289,"B"
"2700",2834,65,798.291819411058,0.00322953442992002,76020.8098566661,196.497772216797,"B"
"2701",2835,68,935.19720548742,0.00413656017461569,37240.3669042706,249.4345703125,"B"
"2702",2836,38,1581.18756585372,0.00360508809633855,319787.392520026,125.389625549316,"B"
"2703",2837,32,1518.93642807007,0.004937399507335,48215.5752476616,138.718460083008,"B"
"2723",2857,63,717.500457279266,0.0018757022926659,10009.6813342304,112.110641479492,"B"
"2725",2859,35,2354.82127859933,0.0033691784765859,1242722.36262204,108.954124450684,"B"
"2733",2867,59,1222.70734987421,0.00441691946089749,216084.188413801,242.37629699707,"B"
"2735",2869,36,1473.07391357422,0.00380442479592083,30821.7349046156,127.701164245605,"B"
"2737",2871,65,701.217717097356,0.00199979741728384,23410.5717558598,121.610694885254,"B"
"2743",2877,66,932.425727613045,0.00311673310498008,115651.587921859,182.328887939453,"B"
"2744",2878,66,954.834915623521,0.00313506774881926,50917.5939854105,183.401458740234,"B"
"2745",2879,66,832.41503721295,0.00254769354673604,11259.3914628879,149.040069580078,"B"
"2747",2881,66,886.812471331972,0.00330712711169886,8543.67218731618,193.466934204102,"B"
"2760",2894,62,805.513135356288,0.00404085003108656,22554.217641909,233.086624145508,"B"
"2761",2895,63,843.171824621776,0.00313320243402549,59552.199298335,179.078567504883,"B"
"2766",2900,37,1378.74424125053,0.00402893961937581,250480.658493623,161.917785644531,"B"
"2771",2905,58,1112.67612220501,0.00190960861264581,19208.8077355595,103.722030639648,"B"
"2774",2908,64,823.691197395325,0.00210042873218227,17906.9175523355,120.885810852051,"B"
"2775",2909,65,921.16128117488,0.00189762691820761,31589.0900135587,109.303314208984,"B"
"2776",2910,61,1118.4109256932,0.0026895445092426,40557.5415630804,153.527221679688,"B"
"2782",2916,53,1315.73784018463,0.00200794944108706,175092.816114232,95.430778503418,"B"
"2785",2919,64,1391.85769081116,0.00301621001655428,190242.75160539,171.019104003906,"B"
"2786",2920,64,1249.00955009461,0.00274506082438627,150016.810813899,155.644943237305,"B"
"2787",2921,52,833.523553701548,0.00298779551396329,7453.54028155026,164.760208129883,"B"
"2790",2926,44,597.441759976474,0.00156459612853089,12038.7715334976,72.8875503540039,"B"
"2791",2927,63,1153.03928629557,0.00183615085388151,56274.952262004,103.68147277832,"B"
"2802",2938,56,1213.581312997,0.00269182903840291,136570.675871639,142.859161376953,"B"
"2803",2939,51,1235.58465336818,0.00338279508519918,35937.9110812794,172.4599609375,"B"
"2804",2940,63,1035.19382440476,0.00325658766462678,31325.4551779455,181.717590332031,"B"
"2808",2944,28,4103.38439069475,0.0027450748759158,612092.639027112,91.3330841064453,"B"
"2815",2951,63,774.177035861545,0.00325861707801044,8918.20639327305,181.830825805664,"B"
"2823",2959,54,2165.7572450991,0.00761196774019825,174914.398726841,386.186492919922,"B"
"2824",2960,27,2186.77553530093,0.00949539238801942,260805.201476097,222.192184448242,"B"
"2834",2970,24,801.718554178874,0.00795440099951204,55185.3220448712,195.91081237793,"B"
"2841",2977,60,1269.43152058919,0.00201069463958956,53029.7580678674,107.97102355957,"B"
"2844",2980,55,815.563746226918,0.00358672014004292,22592.2381772395,182.846313476563,"B"
"2848",2984,61,683.562095767162,0.00173426366382046,30130.0171764369,93.6502380371094,"B"
"2856",2992,58,1099.37313711232,0.0023576983209029,415657.163630425,113.841949462891,"B"
"2861",2997,61,952.754432553151,0.00244096055563811,12518.2067000726,131.811874389648,"B"
"2866",3002,56,757.796521868025,0.00242905767094767,8543.97275911647,120.238357543945,"B"
"2870",3006,60,546.412714640299,0.0020337147446807,24416.6805285751,107.990249633789,"B"
"2875",3011,53,1120.19574895895,0.00563360139270886,42068.3813261526,278.007873535156,"B"
"2889",3025,45,491.579203287761,0.00304026030194522,3777.82200909563,132.296905517578,"B"
"2891",3027,26,828.086169903095,0.00455747396219522,2759.07985459834,102.543167114258,"B"
"2893",3029,51,777.145036285999,0.00297992315609008,3749.64435808511,158.077377319336,"B"
